Country,Unnamed: 0,Unnamed: 0,CurrentRank,CurrentRank,LastRank,LastRank,Age,Age,Academicscorerscore,Academicscorerscore,Academicrankrank,Academicrankrank,Employerscore,Employerscore,Employerrank,Employerrank,FacultyStudentscore,FacultyStudentscore,FacultyStudentrank,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyscore,CitationsPerFacultyrank,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyscore,InternationalFacultyrank,InternationalFacultyrank,InternationalStudentscore,InternationalStudentscore,InternationalStudentrank,InternationalStudentrank,OverallScore,OverallScore,Latitude,Latitude,Longitude,Longitude,anno,anno,pca_1,pca_1,pca_2,pca_2
Bulgaria,1,778.0,1,800.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,40.5,1,379.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,15.1,1,42.6494986,1,23.3571502,1,2020,1,-2.4405421838998773,1,-1.198532666177188
Canada,26,379.7692307692308,26,387.96153846153845,26,382.53846153846155,26,4.5,26,29.16923076923077,26,202.07692307692307,26,35.57307692307693,26,218.0,26,23.842307692307692,26,326.84615384615387,26,42.665384615384625,26,288.84615384615387,23,75.68695652173913,26,198.92307692307693,26,53.06923076923078,26,225.65384615384616,26,36.56923076923077,26,45.92039953846153,26,-85.99443449038462,26,2020,26,1.2515696849848967,26,0.6343245690263847
Chile,11,677.6363636363636,11,723.1818181818181,11,737.2727272727273,11,4.090909090909091,11,21.5,11,102.54545454545455,11,42.918181818181814,11,168.45454545454547,11,5.272727272727273,11,156.9090909090909,11,2.9818181818181824,11,163.9090909090909,11,12.572727272727274,11,343.27272727272725,11,1.3454545454545455,11,163.9090909090909,11,22.427272727272722,11,-34.476482943181814,11,-71.2509715,11,2020,11,-1.2737962647179404,11,-0.5282132097076885
China,42,468.8809523809524,42,484.5952380952381,42,497.0238095238095,42,4.214285714285714,42,23.557142857142853,42,183.28571428571428,42,18.878571428571426,42,209.8095238095238,42,32.74285714285715,42,321.9761904761905,42,46.25714285714285,42,210.73809523809524,42,26.37857142857143,42,300.0,42,11.730952380952383,42,350.92857142857144,42,31.778571428571414,42,33.8664081787619,42,111.3918279082857,42,2020,42,0.07822792471328908,42,-0.47503294289744136
Colombia,12,644.0833333333334,12,670.4166666666666,12,769.5,12,4.25,12,15.350000000000001,12,110.5,12,44.25833333333335,12,212.66666666666666,12,24.816666666666663,12,238.58333333333334,12,1.4083333333333332,12,200.33333333333334,11,7.418181818181819,12,234.25,12,0.7166666666666668,12,200.33333333333334,12,21.341666666666665,12,6.692143270833333,12,-76.80372906250001,12,2020,12,-1.2246515980203367,12,-0.7893464560111553
Costa Rica,3,776.0,3,840.0,3,770.0,3,4.0,3,9.166666666666666,3,102.66666666666667,3,31.900000000000002,3,323.0,3,29.23333333333333,3,525.0,3,0.0,3,0.0,2,10.0,3,183.0,3,0.0,3,0.0,3,17.2,3,9.724504666666666,3,-83.8848575,3,2020,3,-1.7105586306412446,3,-0.4406011610949862
Croatia,1,802.0,1,800.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,32.8,1,460.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,15.1,1,45.86503,1,15.801008,1,2020,1,-2.494723695855728,1,-1.138518695802319
Cuba,1,506.0,1,510.0,1,520.0,1,5.0,1,16.5,1,497.0,1,26.8,1,349.0,1,68.9,1,199.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,24.1,1,23.136843,1,-82.381507,1,2020,1,-0.5655335117551598,1,-1.8070270787952607
Czech Republic,10,657.9,10,685.4,10,783.7,10,4.6,10,8.85,10,151.9,10,16.009999999999998,10,213.0,10,29.810000000000002,10,200.5,10,4.05,10,178.7,10,18.24,10,422.5,10,43.18,10,285.9,10,19.339999999999996,10,45.829456082350006,10,15.78264784481,10,2020,10,-1.2664441469970673,10,-0.09996546596781203
Denmark,6,339.3333333333333,6,339.0,6,341.8333333333333,6,4.333333333333333,6,31.71666666666667,6,234.83333333333334,6,31.400000000000002,6,330.8333333333333,6,53.75,6,196.66666666666666,6,45.6,6,286.3333333333333,6,84.10000000000001,6,182.5,6,43.866666666666674,6,356.5,6,39.1,6,55.948339316666676,6,11.377986666666667,6,2020,6,1.639247250589326,6,0.5090483465592666
Ecuador,4,833.25,4,950.0,4,937.5,4,4.0,4,0.0,4,0.0,4,15.975000000000001,4,327.5,4,31.275,4,501.0,4,0.0,4,0.0,4,25.525000000000002,4,344.5,4,0.0,4,0.0,4,14.35,4,3.9601193749999997,4,-75.748237875,4,2020,4,-2.3705612079027474,4,-0.19086124039103175
Egypt,5,668.8,5,785.0,5,740.0,5,4.4,5,11.74,5,117.8,5,26.080000000000002,5,247.4,5,8.74,5,69.6,5,1.1400000000000001,5,120.2,5,28.76,5,229.4,5,0.76,5,120.2,5,18.699999999999996,5,29.466366299999997,5,31.036014899999998,5,2020,5,-1.6303354528804328,5,-0.3732044552160456
Estonia,3,605.0,3,650.3333333333334,3,657.0,3,4.0,3,7.8999999999999995,3,118.33333333333333,3,14.199999999999998,3,291.3333333333333,3,37.699999999999996,3,210.66666666666666,3,5.933333333333334,3,197.0,3,36.43333333333334,3,419.6666666666667,3,26.766666666666666,3,461.3333333333333,3,22.899999999999995,3,35.449522083333335,3,50.410622749999995,3,2020,3,-1.0213064851434268,3,0.14173075879454414
Finland,9,352.8888888888889,9,353.55555555555554,9,422.0,8,3.375,9,23.31111111111111,9,327.22222222222223,9,25.455555555555552,9,311.55555555555554,9,50.53333333333334,9,327.8888888888889,9,41.91111111111112,9,320.0,9,45.25555555555555,9,375.77777777777777,9,14.388888888888886,9,552.1111111111111,9,33.93333333333333,9,59.38735794711111,9,27.002594915333336,9,2020,9,0.5941020231080523,9,0.054782956718636894
France,38,596.421052631579,38,603.5263157894736,38,637.0,37,3.5135135135135136,38,20.186842105263157,38,183.5,38,26.221052631578946,38,200.47368421052633,38,34.323684210526324,38,162.1315789473684,38,19.157894736842106,38,247.44736842105263,34,44.938235294117646,38,309.13157894736844,38,55.471052631578964,38,269.44736842105266,38,24.757894736842108,38,47.17956630900493,38,4.8391140078125,38,2020,38,-0.25052098268716144,38,0.9168540217432367
Germany,47,422.27659574468083,47,426.5744680851064,47,412.3829787234043,44,4.590909090909091,47,27.476595744680843,47,192.9787234042553,47,26.00212765957447,47,211.70212765957447,47,32.68510638297872,47,293.1914893617021,47,33.3936170212766,47,324.531914893617,41,38.75853658536584,46,312.95652173913044,47,31.340425531914903,47,363.0,47,32.36382978723404,47,50.419234979680844,47,10.14967986087234,47,2020,47,0.5300200973392211,47,-0.27170611273680934
Greece,6,674.0,6,712.3333333333334,6,694.3333333333334,6,4.166666666666667,6,10.516666666666666,6,200.66666666666666,6,26.53333333333333,6,259.5,6,1.5,6,100.16666666666667,6,34.95,6,385.5,6,0.26666666666666666,6,100.16666666666667,6,6.766666666666667,6,292.1666666666667,6,18.53333333333333,6,38.25249678466667,6,5.871164766000002,6,2020,6,-1.358914030916986,6,-0.48058415047309144
Hong Kong,7,156.0,7,158.14285714285714,7,171.28571428571428,7,3.7142857142857144,7,58.44285714285716,7,116.57142857142857,7,45.11428571428571,7,175.14285714285714,7,64.0142857142857,7,243.0,7,56.314285714285724,7,227.0,7,99.98571428571428,7,35.142857142857146,7,84.2857142857143,7,128.0,7,61.88571428571428,7,22.345013760842857,7,114.16628854542856,7,2020,7,3.6060168598982103,7,1.3144439063954407
Hungary,7,737.4285714285714,7,794.2857142857143,7,802.8571428571429,7,4.714285714285714,7,8.614285714285716,7,180.85714285714286,7,0.0,7,0.0,7,31.271428571428572,7,172.28571428571428,7,5.357142857142857,7,50.57142857142857,7,14.285714285714286,7,3.857142857142857,7,52.785714285714285,7,302.7142857142857,7,15.614285714285712,7,47.11742652257143,7,19.453342247714286,7,2020,7,-1.6178215740647168,7,0.0021380234233253476
India,25,639.72,25,688.36,25,693.44,25,4.0,25,12.728,25,116.48,25,15.008,25,119.2,25,21.503999999999998,25,321.96,25,34.464,25,196.04,19,5.652631578947369,23,215.08695652173913,25,0.6040000000000001,25,216.36,25,22.12400000000001,25,21.604200571279993,25,79.69865430696,25,2020,25,-1.2050586650805175,25,-0.45555266585710646
Indonesia,9,612.8888888888889,9,677.4444444444445,9,699.1111111111111,9,4.0,9,17.58888888888889,9,164.77777777777777,9,16.38888888888889,9,119.66666666666667,9,34.477777777777774,9,368.6666666666667,9,0.8,9,200.33333333333334,9,30.288888888888884,9,254.0,9,1.011111111111111,9,200.33333333333334,9,21.799999999999997,9,-6.922737416666667,9,109.13894372222222,9,2020,9,-1.276069314544734,9,-0.38518644886052406
Iran,6,655.1666666666666,6,699.3333333333334,6,721.6666666666666,6,4.0,6,5.8500000000000005,6,241.83333333333334,6,10.316666666666668,6,216.66666666666666,6,3.6,6,200.33333333333334,6,60.5,6,218.5,4,3.05,6,200.33333333333334,6,0.7666666666666666,6,200.33333333333334,6,20.166666666666664,6,31.113311017683333,6,35.34758585473333,6,2020,6,-1.2816461026278259,6,-0.1761012322201699
Iraq,3,858.0,3,916.6666666666666,3,816.6666666666666,3,3.6666666666666665,3,0.0,3,0.0,3,0.0,3,0.0,3,41.800000000000004,3,370.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,14.933333333333335,3,22.500900333333334,3,19.50315133333333,3,2020,3,-2.500843452801725,3,-0.48705840460755545
Ireland,8,412.0,8,421.375,8,423.375,8,3.625,8,22.000000000000004,8,179.625,8,24.462500000000002,8,235.875,8,26.987499999999997,8,240.875,8,25.112499999999997,8,400.5,8,83.525,8,186.0,8,50.7625,8,308.5,8,32.025,8,53.077350296875,8,-7.214228062500001,8,2020,8,0.6346938090979083,8,1.3188366011583328
Israel,7,474.2857142857143,7,473.85714285714283,7,484.0,7,4.285714285714286,7,20.057142857142857,7,233.57142857142858,7,18.97142857142857,7,177.28571428571428,7,32.642857142857146,7,277.42857142857144,7,62.285714285714285,7,179.28571428571428,5,62.779999999999994,7,205.0,5,9.7,7,330.57142857142856,7,27.74285714285714,7,32.09392902281429,7,34.92727977728571,7,2020,7,0.3823624019031947,7,0.06426398378753216
Italy,35,628.6857142857143,35,646.4,35,653.3428571428572,33,4.333333333333333,35,19.891428571428573,35,165.45714285714286,35,13.914285714285713,35,145.68571428571428,35,7.874285714285714,35,175.02857142857144,35,40.72571428571429,35,292.0571428571429,34,7.497058823529413,35,234.2,35,9.19142857142857,35,256.65714285714284,35,23.105714285714296,35,42.392380242857136,35,14.188797332142855,35,2020,35,-0.9614264527839461,35,-0.5196587434577827
Japan,41,520.8780487804878,41,553.9756097560976,41,536.9756097560976,41,4.439024390243903,41,20.54878048780488,41,90.8048780487805,41,21.039024390243902,41,105.90243902439025,41,55.178048780487806,41,172.70731707317074,41,18.28780487804878,41,282.0975609756098,41,9.263414634146342,41,284.0487804878049,41,8.312195121951222,41,233.14634146341464,41,30.104878048780463,41,35.368357810943905,41,136.84969395856098,41,2020,41,-0.36457589183464645,41,-1.1004540258833468
Jordan,4,755.5,4,837.5,4,787.5,3,3.3333333333333335,4,5.85,4,89.75,4,15.1,4,159.25,4,7.1,4,133.5,4,0.0,4,0.0,4,38.375,4,262.5,4,35.25,4,387.5,4,16.7,4,37.217722249999994,4,30.5724684375,4,2020,4,-1.8048263716767912,4,0.90137412855261
Kazakhstan,10,620.6,10,675.6,10,593.9,10,3.6,10,5.39,10,125.1,10,10.239999999999998,10,156.9,10,63.09000000000001,10,248.8,10,0.36,10,180.3,10,22.47,10,254.6,10,4.99,10,162.9,10,21.349999999999998,10,35.10539475522523,10,-35.24254076465475,10,2020,10,-1.2713703503070959,10,-0.3882149525786155
Kuwait,1,854.0,1,1000.0,1,1000.0,1,4.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,48.4,1,341.0,1,32.2,1,411.0,1,14.1,1,29.339734,1,47.916311,1,2020,1,-2.5359044719531387,1,0.9811566155935826
Latvia,3,857.3333333333334,3,916.6666666666666,3,933.3333333333334,3,4.666666666666667,3,0.0,3,0.0,3,6.866666666666667,3,149.66666666666666,3,9.1,3,183.0,3,0.0,3,0.0,3,6.8,3,181.0,3,36.03333333333333,3,195.33333333333334,3,14.933333333333335,3,56.94302066666666,3,24.142835666666667,3,2020,3,-2.3670070455720933,3,-0.0920949102889644
Lebanon,7,611.8571428571429,7,663.4285714285714,7,669.5714285714286,7,4.0,7,3.5142857142857147,7,48.714285714285715,7,15.285714285714286,7,120.57142857142857,7,39.4,7,209.57142857142858,7,2.1714285714285713,7,85.85714285714286,7,74.61428571428571,7,148.28571428571428,7,30.74285714285714,7,244.28571428571428,7,21.414285714285715,7,35.8137149116,7,10.509890087142859,7,2020,7,-0.874808152391643,7,0.8036787607965318
Lithuania,4,703.75,4,714.5,4,719.5,4,4.25,4,4.65,4,111.25,4,12.325,4,191.25,4,36.75,4,250.5,4,1.3,4,150.25,4,6.6499999999999995,4,296.0,4,10.55,4,244.75,4,18.8,4,43.1637815,4,-28.013674875,4,2020,4,-1.6774153026762213,4,-0.641941967636099
Macau,1,388.0,1,387.0,1,443.0,1,3.0,1,11.2,1,501.0,1,6.4,1,501.0,1,24.3,1,586.0,1,43.9,1,287.0,1,100.0,1,10.0,1,96.2,1,72.0,1,28.7,1,22.124095,1,113.545254,1,2020,1,0.7758214034954536,1,2.818044134933481
Malaysia,20,585.85,20,605.75,20,673.45,20,2.7,20,15.395,20,135.55,20,23.59,20,158.7,20,36.345,20,191.65,20,7.0200000000000005,20,185.25,20,34.040000000000006,20,348.9,20,35.735,20,214.7,20,26.180000000000007,20,3.5677380874999995,20,102.8011925625,20,2020,20,-0.786390858700097,20,0.9080384929307647
Mexico,13,661.3846153846154,13,702.3846153846154,13,710.0769230769231,13,4.153846153846154,13,17.4,13,183.92307692307693,13,33.292307692307695,13,164.15384615384616,13,25.76923076923077,13,135.15384615384616,13,0.6461538461538461,13,92.46153846153847,13,17.73076923076923,13,151.0,13,1.7461538461538462,13,88.46153846153847,13,22.47692307692308,13,20.641942461538463,13,-100.17651207692307,13,2020,13,-1.226348196412957,13,-0.6124304453655148
Netherlands,13,161.76923076923077,13,162.15384615384616,13,155.0,13,4.538461538461538,13,43.67692307692308,13,227.15384615384616,13,37.407692307692315,13,304.61538461538464,13,45.94615384615384,13,357.46153846153845,13,68.42307692307693,13,118.07692307692308,13,76.71538461538461,13,216.76923076923077,13,60.62307692307694,13,252.69230769230768,13,51.130769230769225,13,50.21644665384615,13,10.719998076923076,13,2020,13,2.8582261326200724,13,0.42836006839713675
New Zealand,8,256.5,8,256.5,8,262.375,8,4.375,8,37.35,8,278.125,8,33.55,8,313.375,8,21.112499999999997,8,564.125,8,42.1125,8,319.625,8,98.1875,8,85.375,8,81.3,8,133.625,8,40.037499999999994,8,-24.7987065625,8,133.65480312499997,8,2020,8,2.0681540943991297,8,1.46848694403975
Norway,5,406.6,5,406.0,5,407.6,5,4.4,5,26.1,5,234.6,5,12.879999999999999,5,355.0,5,53.98,5,185.6,5,33.38,5,405.4,5,79.53999999999999,5,213.8,5,16.78,5,551.4,5,32.38,5,45.94000077928,5,38.354885485980006,5,2020,5,0.6795304527372064,5,0.07657807041778927
Oman,1,379.0,1,379.0,1,450.0,1,3.0,1,12.1,1,501.0,1,14.8,1,501.0,1,74.5,1,167.0,1,11.2,1,601.0,1,100.0,1,51.0,1,7.6,1,601.0,1,28.9,1,47.828406,1,-121.827357,1,2020,1,0.2408610754001333,1,0.9188092327172024
Pakistan,7,684.0,7,720.7142857142857,7,703.4285714285714,7,3.2857142857142856,7,3.114285714285714,7,143.14285714285714,7,18.071428571428573,7,260.14285714285717,7,28.442857142857143,7,112.42857142857143,7,17.542857142857144,7,148.71428571428572,6,0.6166666666666667,6,100.16666666666667,6,0.9,6,100.16666666666667,7,19.957142857142856,7,35.32527864285714,7,31.71291264285714,7,2020,7,-1.623401100648262,7,-0.11301924905134267
Panama,1,927.0,1,1000.0,1,1000.0,1,3.0,1,0.0,1,0.0,1,28.8,1,329.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,14.1,1,8.862544,1,-79.802671,1,2020,1,-2.853398666892197,1,0.2261317811136533
Paraguay,1,920.0,1,1000.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,31.4,1,481.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,1,0.0,1,14.1,1,-25.3348225,1,-57.518569,1,2020,1,-2.519340037187265,1,-0.5080846106206357
Peru,3,768.0,3,824.6666666666666,3,853.3333333333334,3,4.333333333333333,3,12.166666666666666,3,75.66666666666667,3,30.866666666666664,3,135.0,3,18.333333333333332,3,346.0,3,0.5666666666666667,3,200.33333333333334,3,7.866666666666667,3,398.3333333333333,3,0.7666666666666666,3,200.33333333333334,3,17.733333333333334,3,-12.0593855,3,-77.03589550000001,3,2020,3,-1.856016866400527,3,-0.6980809673990271
Philippines,4,694.0,4,751.5,4,771.0,4,5.0,4,17.3,4,297.75,4,27.85,4,364.25,4,24.275,4,170.0,4,0.525,4,150.25,4,5.875,4,282.0,4,0.375,4,150.25,4,19.775,4,14.622439499999999,4,121.02579675000001,4,2020,4,-1.4939234015306793,4,-1.2254912899272263
Poland,16,812.625,16,888.5625,16,903.4375,16,4.5,16,6.137499999999999,16,50.1875,16,10.143749999999999,16,65.5625,16,25.625,16,349.3125,16,0.83125,16,75.125,12,1.1666666666666667,16,75.125,16,1.85,16,72.625,16,16.818749999999998,16,49.1746420738625,16,25.7616210301875,16,2020,16,-2.2548291817066586,16,-0.6860119983509055
Portugal,7,528.7142857142857,7,539.7142857142857,7,505.0,6,3.3333333333333335,7,19.214285714285715,7,145.42857142857142,7,16.757142857142856,7,278.42857142857144,7,15.757142857142858,7,403.0,7,29.214285714285715,7,231.85714285714286,6,12.416666666666666,7,401.85714285714283,7,23.828571428571426,7,301.57142857142856,7,24.62857142857143,7,39.96885639285715,7,-8.79710175,7,2020,7,-0.5988736128582592,7,0.1594581008245918
Puerto Rico,1,913.0,1,1000.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,17.0,1,586.0,1,0.0,1,0.0,1,14.1,1,18.474713,1,-67.127328,1,2020,1,-2.87678584109596,1,-0.5749384358742539
Qatar,1,275.0,1,276.0,1,332.0,1,3.0,1,16.9,1,484.0,1,28.3,1,332.0,1,66.4,1,211.0,1,14.3,1,601.0,1,100.0,1,11.0,1,98.3,1,51.0,1,35.8,1,25.3741735,1,51.489900000000006,1,2020,1,1.5318818185516276,1,2.2993577625855166
Romania,2,888.0,2,1000.0,2,1000.0,2,5.0,2,8.8,2,237.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,14.1,2,45.607397882,2,24.842655074,2,2020,2,-2.868035905875481,2,-0.8832810604906856
Russia,25,468.36,25,482.04,25,502.16,25,4.52,25,13.043999999999999,25,267.0,25,16.46,25,254.44,25,80.17599999999999,25,147.24,25,3.4159999999999995,25,384.64,25,11.471999999999998,25,384.32,25,43.74799999999999,25,366.16,25,28.068,25,50.34900887648,25,34.43013095781017,25,2020,25,-0.1367826302133991,25,-0.7324375164233669
Saudi Arabia,8,510.0,8,529.625,8,533.0,8,3.25,8,13.087499999999999,8,163.0,8,9.2125,8,152.25,8,64.8,8,150.5,8,24.325000000000003,8,158.5,8,98.55,8,64.5,8,29.9375,8,292.875,8,26.075,8,28.535767331250003,8,35.598495125,8,2020,8,0.09994852804221985,8,1.2918233370344858
Serbia,1,959.0,1,1000.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,14.1,1,44.818824,1,20.457571,1,2020,1,-2.9905545529608086,1,-0.8346403965914893
Singapore,3,165.66666666666666,3,166.33333333333334,3,174.33333333333334,3,3.3333333333333335,3,68.8,3,183.0,3,72.93333333333334,3,139.33333333333334,3,65.96666666666665,3,252.0,3,62.93333333333334,3,198.33333333333334,3,100.0,3,26.333333333333332,3,72.80000000000001,3,174.0,3,69.5,3,1.312916625,3,103.76941979166666,3,2020,3,4.194835482202841,3,1.1928237889998856
Slovakia,3,809.3333333333334,3,866.6666666666666,3,866.6666666666666,3,4.333333333333333,3,0.0,3,0.0,3,0.0,3,0.0,3,36.800000000000004,3,425.3333333333333,3,0.0,3,0.0,2,0.0,3,0.0,3,5.5,3,191.66666666666666,3,14.766666666666666,3,48.34100333333333,3,18.478686333333332,3,2020,3,-2.34254774545208,3,-0.5389018236205506
Slovenia,2,697.0,2,700.0,2,850.0,2,4.0,2,9.1,2,228.5,2,0.0,2,0.0,2,42.099999999999994,2,365.5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,17.8,2,46.304463,2,15.0753725,2,2020,2,-2.0518993360477986,2,-0.7779440724619312
South Africa,8,615.75,8,636.875,8,614.5,8,4.25,8,15.05,8,150.625,8,22.975,8,165.0,8,10.275,8,269.0,8,26.95,8,379.5,7,56.2,8,285.75,8,18.275,8,276.125,8,23.437499999999996,8,-30.389554000000004,8,24.72106584375,8,2020,8,-0.621168106925019,8,0.31160279329278884
South Korea,30,452.3,30,464.53333333333336,30,465.26666666666665,29,4.068965517241379,30,20.053333333333335,30,160.63333333333333,30,22.283333333333335,30,155.23333333333332,30,61.843333333333334,30,188.86666666666667,30,24.98,30,314.8333333333333,30,10.843333333333332,30,311.23333333333335,30,14.273333333333335,30,265.8333333333333,30,32.57666666666667,30,36.18970885,30,127.17620406666667,30,2020,30,0.02504195601276778,30,-0.8661756752697087
Spain,27,529.5185185185185,27,549.7407407407408,27,576.6666666666666,23,3.9130434782608696,27,22.118518518518524,27,172.5185185185185,27,22.76296296296296,27,128.59259259259258,27,28.57407407407407,27,261.6666666666667,27,15.55925925925926,27,331.3703703703704,25,16.328,27,247.33333333333334,27,22.662962962962972,27,281.8888888888889,27,26.2925925925926,27,40.652558485161336,27,-1.3210522671691995,27,2020,27,-0.5480472208201325,27,-0.2502988906546611
Sri Lanka,1,980.0,1,1000.0,1,1000.0,1,3.0,1,0.0,1,0.0,1,0.0,1,0.0,1,23.6,1,596.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,1,0.0,1,14.1,1,40.9295,1,40.276125,1,2020,1,-2.7894924036997164,1,0.6728436219543493
Sweden,10,356.6,10,354.2,10,355.0,10,4.8,10,38.559999999999995,10,204.5,10,32.27,10,342.0,10,53.89,10,232.4,10,55.83,10,209.0,10,74.72,10,232.4,10,36.86,10,407.0,10,37.870000000000005,10,58.15157538000001,10,3.271159895000001,10,2020,10,1.7322437467477176,10,-0.015661848344346606
Switzerland,9,179.44444444444446,9,180.55555555555554,9,187.55555555555554,8,5.0,9,43.266666666666666,9,184.44444444444446,9,46.12222222222223,9,195.44444444444446,9,56.87777777777779,9,213.33333333333334,9,67.56666666666666,9,170.88888888888889,9,99.91111111111111,9,41.333333333333336,9,77.9888888888889,9,149.88888888888889,9,56.63333333333334,9,47.54220563888889,9,8.088422166666668,9,2020,9,3.4039194142831115,9,0.7356998147315267
