Country,Unnamed: 0,Unnamed: 0,CurrentRank,CurrentRank,LastRank,LastRank,Age,Age,Academicscorerscore,Academicscorerscore,Academicrankrank,Academicrankrank,Employerscore,Employerscore,Employerrank,Employerrank,FacultyStudentscore,FacultyStudentscore,FacultyStudentrank,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyscore,CitationsPerFacultyrank,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyscore,InternationalFacultyrank,InternationalFacultyrank,InternationalStudentscore,InternationalStudentscore,InternationalStudentrank,InternationalStudentrank,OverallScore,OverallScore,Latitude,Latitude,Longitude,Longitude,anno,anno,pca_1,pca_1,pca_2,pca_2
Taiwan,16,408.4375,16,421.4375,16,441.375,16,3.875,16,22.243750000000002,16,246.9375,16,25.775,16,284.875,16,46.83749999999999,16,314.625,16,33.3875,16,309.8125,16,14.156249999999998,16,409.75,16,20.7,16,387.5625,16,31.481249999999996,16,26.917224921875,16,93.21559896874999,16,2020,16,0.19031028124394336,16,-0.4978055135445015
Thailand,8,652.125,8,732.625,8,750.125,8,4.125,8,24.325,8,226.25,8,20.549999999999997,8,202.875,8,14.575,8,165.25,8,1.9,8,150.25,8,4.9,8,220.375,8,1.05,8,150.25,8,21.062499999999996,8,14.201142062499999,8,100.3212228125,8,2020,8,-1.5596505217064707,8,-0.7011466655510173
Turkey,9,653.8888888888889,9,721.2222222222222,9,694.8888888888889,9,4.0,9,12.799999999999999,9,292.0,9,22.966666666666665,9,193.66666666666666,9,9.666666666666666,9,80.66666666666667,9,11.344444444444443,9,305.0,9,15.966666666666665,9,117.33333333333333,9,2.4000000000000004,9,132.66666666666666,9,19.133333333333333,9,39.36011144444444,9,31.30496866666667,9,2020,9,-1.5124520486505686,9,-0.3334996816297331
Ukraine,6,656.3333333333334,6,673.5,6,670.1666666666666,6,4.666666666666667,6,4.583333333333333,6,165.66666666666666,6,9.65,6,218.5,6,57.38333333333333,6,259.1666666666667,6,0.3,6,100.16666666666667,6,0.21666666666666667,6,100.16666666666667,6,20.366666666666667,6,79.33333333333333,6,18.816666666666663,6,50.74862910416667,6,25.450764333333336,6,2020,6,-1.3926164969651456,6,-0.9958387931102864
United Arab Emirates,8,554.0,8,571.0,8,601.375,8,2.25,8,6.0,8,170.5,8,12.1125,8,187.375,8,24.525,8,176.5,8,8.425,8,188.625,8,100.0,8,6.0,8,75.5,8,74.875,8,23.4,8,25.053861888750003,8,55.188202339499995,8,2020,8,-0.36725355982197194,8,2.9615869305766265
United Kingdom,86,443.45348837209303,86,463.98837209302326,86,452.2906976744186,82,4.158536585365853,86,26.137209302325584,86,149.77906976744185,86,31.395348837209323,86,182.62790697674419,86,28.584883720930236,86,228.7325581395349,86,33.97906976744185,86,186.3953488372093,86,78.65116279069765,86,202.77906976744185,86,76.66860465116275,86,156.67441860465115,86,36.25232558139532,86,50.73935665455847,86,0.11389908358710729,86,2020,86,1.1022894276313422,86,1.324300932394845
United States,159,439.1383647798742,159,455.6792452830189,159,442.22641509433964,156,4.891025641025641,159,28.456603773584895,159,145.06289308176102,159,24.165408805031458,159,179.80503144654088,159,39.53270440251573,159,250.1509433962264,159,42.27987421383651,159,249.0062893081761,157,30.25095541401273,158,274.4810126582278,159,31.693081761006294,159,282.12578616352204,159,36.177987421383676,159,38.47646157256289,159,-88.1206907161164,159,2020,159,0.6543985035045058,159,-0.6078215905039
Uruguay,2,699.5,2,745.5,2,770.0,2,3.5,2,15.350000000000001,2,489.0,2,8.65,2,250.5,2,39.55,2,74.0,2,0.65,2,300.5,2,9.05,2,285.0,2,1.85,2,300.5,2,19.2,2,-34.9032885,2,-56.1698855,2,2020,2,-1.779919607046087,2,-0.3804892504983635
Venezuela,4,867.5,4,937.5,4,950.0,4,4.5,4,9.4,4,222.25,4,35.5,4,293.75,4,0.0,4,0.0,4,0.0,4,0.0,3,0.0,4,0.0,4,0.0,4,0.0,4,14.725000000000001,4,8.8601695,4,-69.323088125,4,2020,4,-2.2671951355753146,4,-0.5674825684356046
Vietnam,2,873.0,2,875.0,2,875.0,2,2.5,2,9.7,2,213.5,2,0.0,2,0.0,2,13.5,2,276.5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,15.350000000000001,2,15.908878249999999,2,106.23230906250001,2,2020,2,-2.7009438197256648,2,0.33856593291286563
