Country,Unnamed: 0,Unnamed: 0,CurrentRank,CurrentRank,LastRank,LastRank,Age,Age,Academicscorerscore,Academicscorerscore,Academicrankrank,Academicrankrank,Employerscore,Employerscore,Employerrank,Employerrank,FacultyStudentscore,FacultyStudentscore,FacultyStudentrank,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyscore,CitationsPerFacultyrank,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyscore,InternationalFacultyrank,InternationalFacultyrank,InternationalStudentscore,InternationalStudentscore,InternationalStudentrank,InternationalStudentrank,OverallScore,OverallScore,Latitude,Latitude,Longitude,Longitude,anno,anno,pca_1,pca_1,pca_2,pca_2
,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean
Poland,9,747.0,9,837.7777777777778,9,728.7777777777778,9,4.555555555555555,9,0.0,9,0.0,9,0.0,9,0.0,9,7.611111111111111,9,81.44444444444444,9,1.5,9,89.11111111111111,9,1.3333333333333333,9,89.11111111111111,9,2.3333333333333335,9,89.11111111111111,9,6.2555555555555555,9,49.02381318686667,9,25.491432386999996,9,2018,9,-2.171539860919991,9,-0.4598926176402432
Portugal,7,470.14285714285717,7,475.2857142857143,7,597.1428571428571,5,4.2,7,18.228571428571428,7,105.42857142857143,7,24.457142857142856,7,81.85714285714286,7,11.771428571428572,7,224.85714285714286,7,19.442857142857143,7,193.0,7,5.057142857142858,7,229.14285714285714,7,15.114285714285714,7,221.0,7,19.685714285714287,7,39.96885639285715,7,-8.79710175,7,2018,7,-0.5997886303518968,7,-0.11070828132292262
Puerto Rico,1,882.0,1,1000.0,1,701.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,18.474713,1,-67.127328,1,2018,1,-2.467228150124392,1,-1.0094899379118245
Qatar,1,348.0,1,349.0,1,393.0,1,3.0,1,20.2,1,401.0,1,20.7,1,401.0,1,59.9,1,223.0,1,7.9,1,401.0,1,100.0,1,10.0,1,99.9,1,24.0,1,33.8,1,25.3741735,1,51.489900000000006,1,2018,1,1.7541007947714924,1,2.553000803262695
Romania,4,828.25,4,937.5,4,701.0,4,4.75,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,46.028429441,4,24.626173037,4,2018,4,-2.42609107449042,4,-0.7260419915863355
Russia,24,501.75,24,532.4166666666666,24,533.0833333333334,24,4.5,24,12.045833333333334,24,141.375,24,16.470833333333335,24,137.04166666666666,24,49.69166666666667,24,36.875,24,1.9583333333333333,24,217.20833333333334,24,7.379166666666666,24,215.125,24,23.316666666666674,24,169.08333333333334,24,19.474999999999998,24,50.337275777583336,24,34.85809494563559,24,2018,24,-0.46192588340425694,24,-0.21614254451695214
Saudi Arabia,8,526.125,8,542.625,8,525.0,8,3.25,8,12.837499999999999,8,118.375,8,13.1375,8,132.75,8,41.1375,8,56.0,8,7.249999999999999,8,200.5,8,49.650000000000006,8,23.875,8,19.3,8,164.625,8,20.1875,8,28.295268050000004,8,35.1391246875,8,2018,8,-0.3189255488539747,8,1.4367691122854929
Serbia,1,929.0,1,1000.0,1,701.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,44.818824,1,20.457571,1,2018,1,-2.467228150124392,1,-1.0094899379118245
Singapore,3,156.33333333333334,3,158.66666666666666,3,155.0,3,3.3333333333333335,3,64.63333333333334,3,20.333333333333332,3,65.5,3,16.333333333333332,3,63.9,3,180.66666666666666,3,56.93333333333334,3,195.33333333333334,3,100.0,3,24.0,3,79.86666666666667,3,146.0,3,70.2,3,1.312916625,3,103.76941979166666,3,2018,3,4.164455393824314,3,1.773165201331058
Slovakia,1,707.0,1,750.0,1,700.0,1,4.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,48.1524,1,17.0703,1,2018,1,-2.3013526343854926,1,0.1242015348529542
Slovenia,2,815.5,2,850.0,2,675.5,2,3.5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,46.304463,2,15.0753725,2,2018,2,-2.4373745825416924,2,0.683201058090873
South Africa,9,597.1111111111111,9,624.0,9,544.1111111111111,9,4.0,9,14.366666666666667,9,86.22222222222223,9,14.688888888888888,9,97.77777777777777,9,5.666666666666667,9,133.0,9,13.61111111111111,9,103.88888888888889,9,25.077777777777776,9,69.33333333333333,9,8.455555555555556,9,122.0,9,12.777777777777779,9,-29.978375000000003,9,24.984565638888892,9,2018,9,-0.9729287369858989,9,0.26029860390136644
South Korea,30,475.1,30,500.93333333333334,30,444.9,29,4.0,30,20.02,30,76.1,30,24.08666666666667,30,63.56666666666667,30,33.32333333333333,30,77.93333333333334,30,19.569999999999997,30,135.1,30,8.913333333333332,30,183.63333333333333,30,11.433333333333334,30,180.96666666666667,30,23.23666666666667,30,36.18970885,30,127.17620406666667,30,2018,30,-0.19806853094165303,30,0.17539826126102892
Spain,23,518.2173913043479,23,549.3913043478261,23,522.8260869565217,20,3.9,23,20.204347826086956,23,85.21739130434783,23,22.860869565217396,23,81.95652173913044,23,19.595652173913045,23,149.1304347826087,23,10.95217391304348,23,179.52173913043478,23,8.165217391304349,23,182.3913043478261,23,13.765217391304349,23,184.95652173913044,23,18.856521739130432,23,41.006064694380974,23,-1.5446313117304407,23,2018,23,-0.6310015829543174,23,0.22464859058908487
Sri Lanka,1,789.0,1,800.0,1,701.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,40.9295,1,40.276125,1,2018,1,-2.244283418659546,1,-1.0046555270209558
Sweden,10,346.2,10,352.4,10,344.3,10,4.7,10,41.66,10,174.0,10,39.41,10,202.3,10,44.32000000000001,10,196.3,10,38.449999999999996,10,204.5,10,47.980000000000004,10,214.9,10,30.649999999999995,10,264.5,10,41.160000000000004,10,58.15157538000001,10,3.271159895000001,10,2018,10,1.6427128851252273,10,-0.313640666338438
Switzerland,9,173.11111111111111,9,175.22222222222223,9,216.11111111111111,8,5.0,9,49.25555555555555,9,172.44444444444446,9,59.24444444444445,9,160.88888888888889,9,52.98888888888889,9,195.55555555555554,9,62.277777777777764,9,147.22222222222223,9,88.84444444444445,9,28.11111111111111,9,73.1222222222222,9,115.66666666666667,9,56.87777777777777,9,47.54220563888889,9,8.088422166666668,9,2018,9,3.6293660321114976,9,-0.09038073810288268
Taiwan,16,419.375,16,447.8125,16,420.125,16,3.875,16,24.66875,16,179.1875,16,19.59375,16,211.5625,16,38.13125,16,173.625,16,33.40625,16,171.0625,16,11.643749999999999,16,273.5625,16,18.306250000000002,16,250.125,16,27.85,16,27.106558046874998,16,93.29949687500002,16,2018,16,0.22420191422374972,16,0.39160658504743956
Thailand,8,631.625,8,703.625,8,573.625,8,4.125,8,15.1125,8,39.25,8,9.0875,8,81.5,8,10.0375,8,79.5,8,1.9875,8,100.25,8,3.675,8,100.25,8,1.0375,8,100.25,8,9.6125,8,14.201142062499999,8,100.3212228125,8,2018,8,-1.520555417924634,8,-0.04768437647595247
Turkey,11,632.0909090909091,11,706.3636363636364,11,590.4545454545455,11,3.727272727272727,11,0.0,11,0.0,11,0.0,11,0.0,11,10.58181818181818,11,166.72727272727272,11,10.772727272727273,11,180.45454545454547,11,16.645454545454545,11,155.0,11,6.372727272727272,11,182.27272727272728,11,12.42727272727273,11,39.20203991963636,11,31.810649348727278,11,2018,11,-1.5569152413977059,11,0.5978478938756401
Uganda,1,841.0,1,1000.0,1,701.0,1,4.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,28.5669,1,-81.2081,1,2018,1,-2.5813607619195618,1,0.1182588337765456
Ukraine,6,625.3333333333334,6,688.3333333333334,6,587.5,6,4.333333333333333,6,0.0,6,0.0,6,0.0,6,0.0,6,24.566666666666666,6,50.333333333333336,6,0.7000000000000001,6,133.66666666666666,6,0.4833333333333334,6,133.66666666666666,6,15.800000000000002,6,83.83333333333333,6,9.883333333333333,6,50.49081960416667,6,27.640587166666666,6,2018,6,-1.5325432870544493,6,-0.10034307689138548
United Arab Emirates,6,559.6666666666666,6,578.3333333333334,6,546.8333333333334,6,2.1666666666666665,6,3.25,6,66.83333333333333,6,4.116666666666666,6,66.83333333333333,6,22.916666666666668,6,142.66666666666666,6,6.383333333333333,6,200.5,6,50.0,6,3.3333333333333335,6,36.916666666666664,6,80.5,6,14.666666666666666,6,24.986016851666665,6,55.10222411933333,6,2018,6,-0.790207023989906,6,2.781832831189325
United Kingdom,78,391.6666666666667,78,409.8076923076923,78,383.71794871794873,74,4.418918918918919,78,31.853846153846145,78,135.0897435897436,78,36.56025641025641,78,117.94871794871794,78,31.775641025641033,78,184.26923076923077,78,32.180769230769236,78,158.6153846153846,78,58.5474358974359,78,87.03846153846153,78,58.63589743589743,78,59.833333333333336,78,35.516666666666666,78,50.51572478289264,78,0.2912016299078521,78,2018,78,1.4536064158815278,78,0.2687127599105384
United States,159,427.9811320754717,159,450.15723270440253,159,405.12578616352204,156,4.871794871794871,159,29.00628930817611,159,85.12578616352201,159,23.613207547169807,159,118.9245283018868,159,30.891823899371065,159,146.58490566037736,159,35.910691823899384,159,107.74842767295597,158,25.080379746835455,158,182.45569620253164,159,26.671698113207544,159,173.52830188679246,159,31.169182389937106,159,38.47471866375785,159,-88.10459303372645,159,2018,159,0.647229899722154,159,-0.6224146771984688
Uruguay,2,630.5,2,650.0,2,675.5,2,3.5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,-34.9032885,2,-56.1698855,2,2018,2,-2.2144298510768463,2,0.6880354689817411
Venezuela,5,780.2,5,840.0,5,690.6,5,4.2,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,9.1880155,5,-68.81535799999999,5,2018,5,-2.3663754370773207,5,-0.10446664223507258
