CurrentRank,LastRank,Institution,Country,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,Latitude,Longitude,anno,pca_1,pca_2,color
248,264,UNIVERSITY OF SURREY,United Kingdom,L,CO,VH,4,A,23.7,346,29.4,332,28.8,514,52.0,213,95.9,121.0,97.2,63.0,38.3,51.242871,-0.5886405,2019,2.0067839783539965,1.908056395045696,blue
249,296,UNIVERSITÀ DEGLI STUDI DI PADOVA (UNIPD),Italy,XL,FC,VH,5,A,52.2,141,35.9,260,14.0,601,50.0,234,9.5,601.0,6.4,601.0,38.2,45.406769,11.876796,2019,1.190060799302214,-1.565590224975316,blue
250,262,CURTIN UNIVERSITY,Australia,L,CO,VH,3,A,30.0,271,44.1,205,24.7,572,42.8,301,100.0,23.0,59.2,248.0,38.0,-32.0047,155.8941,2019,1.754121646592113,1.9688244414083915,blue
250,240,MACQUARIE UNIVERSITY,Australia,L,FC,VH,4,A,30.2,268,42.6,213,19.6,601,41.7,311,94.7,133.0,91.5,93.0,38.0,-33.7750065,151.112474,2019,2.052563239690931,1.782689805099782,blue
250,247,RMIT UNIVERSITY,Australia,XL,CO,VH,3,A,33.9,237,65.2,108,14.1,601,27.4,455,100.0,40.0,89.8,106.0,38.0,21.028984,105.811549,2019,2.072404290486098,2.449549422394207,blue
253,272,TECHNISCHE UNIVERSITÄT DARMSTADT,Germany,L,FO,VH,5,A,20.5,399,79.1,78,7.5,601,73.6,82,50.4,327.0,59.5,245.0,37.9,49.874661,8.660525,2019,2.1672854118933422,0.0924821665617561,blue
253,281,UNIVERSIDAD CARLOS III DE MADRID,Spain,L,FO,VH,3,A,34.4,232,59.4,128,68.0,210,9.2,601,38.7,387.0,14.9,593.0,37.9,40.332134,-3.766274,2019,1.178227437136654,0.0385021745369147,blue
255,239,RHEINISCHE FRIEDRICH0WILHELMS0UNIVERSITÄT BONN,Germany,XL,FC,VH,5,A,46.6,164,22.2,427,45.0,341,24.0,490,30.5,448.0,27.6,448.0,37.7,50.73385825,7.103284374999999,2019,1.234759916024148,-1.0707404324717054,blue
256,221,KING SAUD UNIVERSITY (KSU),Saudi Arabia,XL,FC,VH,4,A,25.1,327,27.6,354,81.5,141,15.2,601,96.2,118.0,11.8,601.0,37.6,24.7255265,46.624655,2019,1.3735474447288911,0.2232291964103068,blue
257,264,NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Taiwan,M,FO,VH,3,A,23.4,353,23.5,405,76.3,165,39.8,325,17.2,572.0,31.7,414.0,37.5,25.0283905,121.53762175,2019,0.962160852150832,0.0586744356205024,blue
257,282,WUHAN UNIVERSITY,China,XL,FC,VH,5,A,37.4,209,54.5,149,25.5,564,42.1,307,56.2,309.0,12.5,601.0,37.5,30.539698,114.368367,2019,1.556607838870663,-0.760911610058354,blue
259,249,"UNIVERSITY OF MASSACHUSETTS, AMHERST",United States,L,CO,VH,5,A,44.8,173,16.1,501,19.2,601,59.8,162,21.0,517.0,15.7,579.0,37.3,42.388894,-72.527413,2019,1.1587760653310828,-1.2093537598459996,blue
260,243,"NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)",Ireland,L,FC,HI,5,A,20.5,398,26.2,372,76.2,166,17.3,589,90.8,160.0,59.1,250.0,37.1,53.278024875,-9.0608545,2019,1.6824316139493811,0.3232796763402638,blue
260,259,UNIVERSITÄT STUTTGART,Germany,L,CO,VH,5,A,26.7,313,59.9,125,14.3,601,62.6,134,36.7,404.0,62.8,229.0,37.1,48.78114475,9.17382375,2019,1.8738157703939256,-0.1264977227646692,blue
260,250,UNIVERSITY OF TSUKUBA,Japan,L,FC,VH,3,A,34.9,228,18.0,495,69.3,203,23.8,495,18.2,560.0,33.7,398.0,37.1,36.109331,140.1019965,2019,0.8617584455340952,0.0645350309810987,blue
263,270,ECOLE DES PONTS PARISTECH,France,S,FO,VH,5,A,10.0,501,64.2,112,86.5,110,14.3,601,27.1,471.0,100.0,21.0,37.0,48.841218,2.5877245,2019,1.87997240093018,-0.0168664801239177,blue
264,264,INDIAN INSTITUTE OF TECHNOLOGY MADRAS (IITM),India,M,CO,VH,4,A,35.2,224,45.9,191,29.8,502,58.7,172,3.3,601.0,1.6,601.0,36.7,12.994502,80.23696,2019,1.0604370031865424,-1.0855038743586656,blue
264,256,KYUNG HEE UNIVERSITY,South Korea,L,FC,VH,4,B,23.8,344,36.9,252,84.6,120,19.5,560,15.6,588.0,35.4,385.0,36.7,37.650028,127.238968,2019,1.1030105398426602,-0.621093927279265,blue
264,245,SIMON FRASER UNIVERSITY,Canada,L,CO,VH,4,A,22.7,362,22.9,413,6.2,601,73.0,85,95.4,128.0,91.8,91.0,36.7,49.279063,-122.917549,2019,1.9050896646380573,1.972518585373073,blue
264,279,UNIVERSITY OF SOUTH AUSTRALIA (UNISA),Australia,L,CO,VH,3,A,23.8,345,21.4,442,32.6,469,49.2,243,100.0,11.0,72.6,176.0,36.7,-34.9202175,138.604911,2019,1.5509953122484774,2.2174932229868705,blue
268,277,UNIVERSITY OF STRATHCLYDE,United Kingdom,L,CO,VH,4,A,25.5,326,55.7,140,27.5,531,33.1,386,93.2,143.0,79.6,148.0,36.6,55.8615225,-4.242985,2019,1.915767464821038,1.5577377310975409,blue
269,274,UNIVERSITY OF EAST ANGLIA (UEA),United Kingdom,L,FC,HI,4,A,20.2,406,14.0,501,44.4,344,47.3,260,84.5,192.0,84.4,127.0,36.4,52.621817375,1.241424,2019,1.5810944824125408,1.495334080811353,blue
269,283,UNIVERSITY OF GOTHENBURG,Sweden,L,FC,VH,5,A,34.6,231,12.5,501,56.3,278,32.1,407,42.5,363.0,27.4,450.0,36.4,57.682172,11.951179,2019,1.0973999090747348,-0.8425421641853419,blue
271,245,CHULALONGKORN UNIVERSITY,Thailand,XL,FC,HI,5,A,58.6,118,44.9,197,28.1,529,8.7,601,15.7,586.0,3.3,601.0,36.3,13.7383,100.5324,2019,1.0594743096643973,-1.684223398867574,blue
272,256,UNIVERSIDAD DE LOS ANDES COLOMBIA,Colombia,L,FC,HI,4,B,51.6,144,78.5,80,22.2,601,7.1,601,30.6,446.0,3.0,601.0,36.1,4.6019000000000005,-74.065594,2019,1.2612195009248084,-0.7813199382786942,blue
272,267,UNIVERSITY OF DUNDEE,United Kingdom,M,FC,VH,4,A,18.4,447,10.6,501,73.2,182,26.7,463,89.1,171.0,63.6,225.0,36.1,56.4576985,-2.9805545,2019,1.371163636366725,1.0741812873967491,blue
274,292,UNIVERSITY OF WAIKATO,New Zealand,M,CO,VH,4,A,18.3,448,19.2,476,16.9,601,71.7,92,97.6,102.0,80.4,146.0,36.0,-37.7876825,175.3156765,2019,1.7067596279774573,1.81604225363157,blue
275,254,UNIVERSIDAD NACIONAL DE COLOMBIA,Colombia,XL,FC,HI,5,A,58.9,116,82.1,68,12.8,601,4.5,601,10.8,601.0,1.6,601.0,35.9,4.636475000000001,-74.08115475,2019,1.2941180209681822,-1.7388874327214985,blue
275,275,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Spain,L,CO,VH,3,A,36.0,219,38.0,242,55.4,284,22.7,512,9.9,601.0,29.5,431.0,35.9,41.387044,2.1163925,2019,0.8506635393085807,-0.0629279571679851,blue
277,299,HONG KONG BAPTIST UNIVERSITY (HKBU),Hong Kong,M,FC,HI,2,A,15.8,501,14.3,501,40.5,379,52.0,214,100.0,53.0,89.7,107.0,35.8,22.3046025,114.179821,2019,1.3781216462101884,3.15415122882986,blue
277,323,TOMSK STATE UNIVERSITY,Russia,M,CO,VH,5,A,19.2,424,21.1,447,99.0,43,3.4,601,25.6,483.0,82.9,134.0,35.8,56.484269,84.956267,2019,1.2123705953567998,-0.3749268010178212,blue
279,279,DALHOUSIE UNIVERSITY,Canada,L,FC,VH,5,A,19.1,426,18.7,483,24.4,578,62.1,139,100.0,48.0,76.9,161.0,35.7,44.6370765,-63.590612,2019,1.7847168746141624,1.103463569881787,blue
279,263,NORTH CAROLINA STATE UNIVERSITY,United States,L,CO,VH,5,A,32.0,254,12.7,501,35.2,432,47.0,265,64.6,265.0,38.3,362.0,35.7,35.7861945,-78.6727755,2019,1.3005191802039209,-0.1931536006032305,blue
279,254,UNIVERSITÄT FRANKFURT AM MAIN,Germany,XL,FC,VH,5,A,48.6,153,42.8,212,25.3,566,20.7,539,18.2,562.0,36.1,379.0,35.7,50.123368,8.659275000000001,2019,1.2315000182015876,-1.0315374102239896,blue
279,286,UNIVERSITÄT INNSBRUCK,Austria,L,FC,HI,5,A,20.0,409,29.5,328,56.8,275,17.3,590,98.1,94.0,99.2,38.0,35.7,47.2627805,11.384042,2019,1.823452649097271,1.1994564761147288,blue
283,293,INDIAN INSTITUTE OF TECHNOLOGY KANPUR (IITK),India,M,CO,VH,4,A,32.5,252,36.7,253,17.6,601,75.6,77,2.1,601.0,1.4,601.0,35.6,26.507602,80.226508,2019,0.915242765528116,-0.9823264442984,blue
283,283,"RUTGERS 0 THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK",United States,XL,CO,VH,5,A,39.4,194,25.9,375,40.8,377,31.8,409,27.7,469.0,25.6,464.0,35.6,40.50023125,-74.44789075,2019,1.0688497473405285,-1.046623543492872,blue
285,325,HARBIN INSTITUTE OF TECHNOLOGY,China,L,FO,VH,4,A,22.1,374,9.5,501,56.0,281,65.8,123,10.2,601.0,11.6,601.0,35.3,22.589078,113.963239,2019,0.6883006255359297,-0.8142605479020854,blue
285,276,UNIVERSITY OF TURKU,Finland,L,FC,VH,4,A,26.0,319,31.5,301,67.4,212,30.1,427,35.8,412.0,7.5,601.0,35.3,40.9295,40.276125,2019,0.9082440001312404,-0.6455103323908988,blue
287,313,UNIVERSITY OF TASMANIA,Australia,M,CO,VH,5,A,18.6,439,11.1,501,26.0,555,58.9,168,97.0,111.0,93.6,86.0,35.2,-42.903399,147.326802,2019,1.7061446204323525,1.3369298875824087,blue
288,296,"SOAS 0 SCHOOL OF ORIENTAL AND AFRICAN STUDIES, UNIVERSITY OF LONDON",United Kingdom,S,SP,VH,5,A,27.5,306,15.3,501,44.4,345,18.1,582,100.0,36.0,100.0,17.0,35.1,51.522072,-0.12895725,2019,1.659826662092326,1.2863065137366576,blue
289,236,UNIVERSITÉ GRENOBLE0ALPES (UGA),France,XL,FC,VH,5,A,52.2,142,10.3,501,14.6,601,36.7,349,25.4,486.0,29.8,428.0,35.0,45.198263,5.77647,2019,0.9778211964377772,-0.9402733529626268,blue
289,289,UNIVERSITY OF OTTAWA,Canada,XL,FC,VH,5,A,26.3,317,31.3,305,8.8,601,62.5,135,86.4,185.0,54.3,266.0,35.0,45.42237,-75.683077,2019,1.6344088554094098,0.5772515849367231,blue
291,316,TONGJI UNIVERSITY,China,XL,FC,VH,5,A,29.6,277,14.3,501,25.9,558,52.2,212,91.8,153.0,27.1,453.0,34.9,31.2844465,121.5025075,2019,1.2802277562549125,0.1324649498674837,blue
292,256,BEIJING NORMAL UNIVERSITY,China,L,CO,VH,5,A,37.8,204,14.8,501,35.3,429,48.3,251,15.6,587.0,12.8,601.0,34.8,39.954329516,116.35749857,2019,0.877143458790717,-1.3716996992731685,blue
292,329,NATIONAL YANG MING UNIVERSITY,Taiwan,S,FC,VH,3,A,14.5,501,12.6,501,99.9,20,34.8,366,7.2,601.0,7.5,601.0,34.8,47.6612,-122.313,2019,0.3937882222351918,-0.5053335888942299,blue
292,277,UNIVERSITY OF INDONESIA,Indonesia,XL,FC,MD,5,A,36.1,218,51.3,163,49.1,310,1.8,601,93.9,136.0,5.5,601.0,34.8,-6.36349975,106.829467,2019,1.3418065446772416,-0.4358103133922346,blue
295,308,INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR (IITKGP),India,M,FO,VH,4,A,26.5,314,44.3,202,18.3,601,76.8,74,9.9,601.0,1.0,601.0,34.7,22.317843,87.308865,2019,0.9395545512031128,-0.8337204237783366,blue
295,319,SUN YAT0SEN UNIVERSITY,China,XL,FC,VH,4,A,35.4,222,44.4,201,41.8,370,30.9,417,19.1,548.0,9.3,601.0,34.7,23.06818,113.38559,2019,0.8502622921629497,-0.7798780775790297,blue
295,305,UNIVERSITÉ PARIS DIDEROT 0 PARIS 7,France,L,FC,VH,5,A,42.2,185,5.0,501,19.1,601,43.9,291,33.9,429.0,59.4,246.0,34.7,48.8934755,2.3814365,2019,1.064312773671824,-0.2702465924533056,blue
298,296,UNIVERSITAT POMPEU FABRA,Spain,L,CO,VH,3,A,32.8,250,31.1,311,21.5,601,45.0,282,73.0,236.0,26.2,460.0,34.6,41.379063,2.179913,2019,1.0388410890883724,1.0878363542928289,blue
299,291,BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,Russia,L,CO,HI,5,A,19.7,417,55.2,144,100.0,18,1.2,601,3.4,601.0,11.7,601.0,34.5,55.759496962,37.68416393,2019,0.9218343273748916,-1.88499194925446,blue
299,287,UNIVERSITÄT ERLANGEN0NÜRNBERG,Germany,XL,FC,VH,5,A,23.3,354,22.2,428,4.0,601,96.3,19,29.4,455.0,26.8,455.0,34.5,49.598836000000006,11.0112105,2019,1.2024232052924797,-0.6366142718200413,blue
299,269,UNIVERSITÉ PARIS 1 PANTHÉON0SORBONNE,France,XL,FO,HI,5,A,55.8,128,53.1,154,5.1,601,3.8,601,24.6,490.0,75.6,167.0,34.5,48.8486352265625,2.343599953125,2019,1.4047950990542868,-0.2514123322790204,blue
302,312,HERIOT0WATT UNIVERSITY,United Kingdom,M,CO,VH,4,A,15.1,501,40.8,226,34.7,438,37.4,345,98.5,89.0,96.8,66.0,34.4,2.899267,101.672497,2019,1.7206878831588768,1.98028076007494,blue
302,287,LINKÖPING UNIVERSITY,Sweden,L,CO,VH,3,A,19.9,411,28.9,343,56.1,279,41.8,310,58.5,300.0,19.1,536.0,34.4,58.3996545,15.5770785,2019,0.8932097513977469,0.6421756653086597,blue
302,341,UNIVERSITY OF HAWAII AT MĀNOA,United States,L,FC,VH,5,A,19.8,414,5.4,501,62.9,233,45.5,275,63.6,273.0,20.7,512.0,34.4,28.0674407,-82.4517166,2019,0.934026901399776,-0.5236547382690391,blue
305,330,ECOLE NORMALE SUPÉRIEURE DE CACHAN,France,S,CO,VH,5,A,15.4,501,10.6,501,93.7,72,27.1,459,21.2,513.0,35.7,383.0,34.3,52.527452,13.401992,2019,0.7919088338508946,-1.0931737877891263,blue
306,308,"BIRKBECK COLLEGE, UNIVERSITY OF LONDON",United Kingdom,M,FO,VH,5,A,15.4,501,7.8,501,25.1,568,62.0,144,96.9,114.0,98.6,48.0,34.2,51.5219,-0.1303,2019,1.6467560544747322,1.4513647804429288,blue
306,331,UNIVERSITÄT KÖLN,Germany,XL,FC,VH,5,A,36.9,213,44.7,198,40.1,385,15.9,601,43.0,360.0,30.4,426.0,34.2,48.142089,11.570619,2019,1.1113620267496462,-0.7257381045739434,blue
308,289,NATIONAL TAIWAN NORMAL UNIVERSITY,Taiwan,M,CO,VH,4,A,26.3,316,11.8,501,78.0,157,10.9,601,16.6,577.0,73.4,172.0,34.1,25.021115625,121.5361145,2019,0.8372303312237465,0.0666782226740965,blue
309,293,DEAKIN UNIVERSITY,Australia,XL,FC,HI,3,A,28.1,299,43.6,209,7.9,601,42.0,309,97.2,109.0,68.7,197.0,34.0,-37.846971,145.114309,2019,1.4543426197875482,2.2196297311562936,blue
310,373,UNIVERSIDAD POLITECNICA DE VALENCIA,Spain,L,CO,VH,4,A,24.1,339,25.0,389,83.1,126,14.6,601,6.5,601.0,32.0,410.0,33.7,39.48033425,-0.34182975,2019,0.5547317060888076,-0.7379330053033408,blue
310,325,YESHIVA UNIVERSITY,United States,M,FC,VH,5,B,3.3,501,2.9,501,97.5,47,59.3,166,,,13.3,601.0,33.7,40.85106,-73.92986,2019,0.8296231089662733,-1.1129689109366208,blue
312,355,MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY,Russia,M,FO,VH,4,A,14.1,501,29.2,334,99.0,42,8.7,601,28.1,464.0,40.0,347.0,33.6,56.8425105,60.65192,2019,0.7363792128137528,-0.3250994218417695,blue
313,318,UNIVERSITY AT BUFFALO SUNY,United States,L,FC,VH,5,A,20.1,407,11.0,501,11.1,601,73.2,84,87.7,179.0,59.1,249.0,33.4,43.008625,-78.783876,2019,1.3786923690488209,0.7483729514992568,blue
313,344,XI'AN JIAOTONG UNIVERSITY,China,XL,FC,VH,5,A,24.0,343,25.1,387,47.7,321,47.0,266,36.3,408.0,9.7,601.0,33.4,34.219191,108.937882,2019,0.838636974646166,-1.0645923131311494,blue
315,339,GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY (GIST),South Korea,S,FO,VH,3,A,9.7,501,4.0,501,39.8,389,100.0,3,9.9,601.0,9.0,601.0,33.3,35.226756,126.840281,2019,0.4537169555583585,-0.0052322445656522,blue
315,460,KHALIFA UNIVERSITY,United Arab Emirates,S,SP,VH,2,A,6.4,501,7.4,501,82.7,129,27.7,454,100.0,9.0,56.9,255.0,33.3,24.447017,54.394438,2019,0.6646716207374572,2.517468753218118,blue
317,314,CHARLES UNIVERSITY,Czech Republic,XL,FC,VH,5,A,38.2,202,36.2,256,43.1,361,11.4,601,19.0,552.0,47.8,299.0,33.2,50.0884,14.4037,2019,0.9545147136324956,-0.831791763896341,blue
317,319,LINCOLN UNIVERSITY,New Zealand,S,CO,VH,5,A,7.8,501,8.7,501,58.5,267,39.7,327,92.2,149.0,97.6,58.0,33.2,39.81,-75.93,2019,1.4621448491309383,1.2177743997284491,blue
319,299,EWHA WOMANS UNIVERSITY,South Korea,L,FC,HI,5,B,20.7,393,18.2,491,85.8,112,15.5,601,10.6,601.0,43.1,326.0,33.1,37.559188,126.945498,2019,0.7579500819483318,-1.144512421291501,blue
319,357,TILBURG UNIVERSITY,Netherlands,M,FO,VH,4,A,15.1,501,18.4,489,9.3,601,79.6,64,93.5,140.0,52.9,272.0,33.1,51.563024,5.041827,2019,1.25743766346289,1.4291334972610916,blue
321,322,HIROSHIMA UNIVERSITY,Japan,L,FC,VH,4,A,24.5,334,11.8,501,84.1,122,17.0,594,12.7,601.0,16.7,566.0,32.8,34.400969,132.713078,2019,0.3883418728152802,-0.8898550213652331,blue
321,314,UNIVERSITY OF TARTU,Estonia,M,FC,VH,5,A,20.4,402,21.6,440,82.7,128,18.9,568,22.4,505.0,20.0,526.0,32.8,40.9295,40.276125,2019,0.6894463134356269,-1.3072991825917644,blue
323,304,INDIANA UNIVERSITY BLOOMINGTON,United States,XL,FC,VH,5,A,42.7,183,31.2,306,26.2,551,19.7,554,41.6,370.0,22.1,495.0,32.7,39.16719,-86.520913,2019,0.8796156228532139,-0.8195745778221702,blue
323,349,UNIVERSITY OF BRUNEI DARUSSALAM,Brunei,S,CO,HI,3,A,10.0,501,3.7,501,94.8,66,4.8,601,100.0,51.0,65.7,214.0,32.7,4.51234,114.017186,2019,0.8159105371173351,1.8834023153766224,blue
325,325,UNIVERSITÀ DEGLI STUDI DI MILANO,Italy,XL,FC,VH,4,A,45.2,171,24.8,394,9.8,601,45.1,280,11.5,601.0,6.2,601.0,32.5,45.4607685,9.1944555,2019,0.5113176008926823,-0.7787947847548912,blue
326,346,NORTHEASTERN UNIVERSITY,United States,L,CO,VH,5,B,18.8,434,22.2,429,29.1,509,39.4,330,78.5,214.0,97.4,59.0,32.3,42.3397355,-71.0883555,2019,1.4144638500466495,1.1025894042845472,blue
326,341,UNIVERSITÄT JENA,Germany,L,FC,VH,5,A,18.5,443,7.1,501,92.7,75,20.8,535,,,28.2,446.0,32.3,50.9284225,11.582276,2019,0.690922153303773,-0.9638414168613556,blue
328,301,UNIVERSITY OF PORTO,Portugal,L,FC,VH,5,A,36.9,212,25.5,381,17.1,601,52.9,204,6.2,601.0,9.5,601.0,32.2,41.146895,-8.615609,2019,0.6762455836053494,-1.4350311156365123,blue
329,325,GRIFFITH UNIVERSITY,Australia,XL,FC,VH,3,A,24.0,341,24.4,396,14.9,601,47.0,268,98.3,93.0,54.4,265.0,32.1,-27.549348,153.0593735,2019,1.0645434334231896,2.042052387567789,blue
329,373,"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)",Russia,M,FO,VH,4,A,9.9,501,20.0,462,96.1,53,5.1,601,44.1,353.0,72.6,177.0,32.1,55.649789,37.664199,2019,0.7838096462740294,0.4972079883795438,blue
329,308,WESTFÄLISCHE WILHELMS0UNIVERSITÄT MÜNSTER,Germany,XL,FC,VH,5,A,34.1,235,33.2,284,45.4,339,20.4,542,28.0,466.0,10.5,601.0,32.1,51.963757,7.614203,2019,0.7244113973492796,-1.2591252769018115,blue
332,346,BRUNEL UNIVERSITY,United Kingdom,M,CO,VH,4,A,11.9,501,16.8,501,21.0,601,56.9,183,98.9,75.0,98.5,50.0,32.0,51.5263,-0.4703,2019,1.3840053030960051,2.175479838459993,blue
332,316,MASSEY UNIVERSITY,New Zealand,L,CO,VH,4,A,27.3,309,28.9,339,18.7,601,24.9,479,98.8,79.0,89.1,110.0,32.0,-40.3850435,175.6169295,2019,1.3529021069547007,1.8961304566678296,blue
332,349,QATAR UNIVERSITY,Qatar,M,FC,HI,3,A,13.9,501,19.3,475,61.9,239,10.5,601,100.0,12.0,99.5,34.0,32.0,25.3741735,51.489900000000006,2019,1.116145198898172,2.569866382179845,blue
332,357,UNIVERSITÄT ULM,Germany,M,CO,VH,4,A,7.4,501,9.9,501,76.0,169,44.7,284,45.8,346.0,31.4,418.0,32.0,48.7795921,9.2332289,2019,0.624850970501662,0.0338705901251819,blue
336,301,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ (UCSC)",United States,L,CO,VH,4,A,20.1,408,15.1,501,10.9,601,91.3,31,26.2,477.0,10.7,601.0,31.9,36.9901525,-122.0575945,2019,0.6792185635035549,-0.2945060866353638,blue
336,357,UNIVERSITY OF JYVÄSKYLÄ,Finland,M,CO,VH,4,A,17.2,475,5.7,501,87.2,106,21.7,519,43.6,355.0,7.3,601.0,31.9,62.234775,25.729131,2019,0.3419326966116623,-0.5155779051422676,blue
338,344,NANKAI UNIVERSITY,China,L,FC,VH,4,A,24.1,340,8.1,501,33.9,446,61.8,146,31.1,444.0,8.8,601.0,31.7,39.101647,117.1661475,2019,0.4571528934347751,-0.4026995219192706,blue
338,338,UMEÅ UNIVERSITY,Sweden,L,FC,VH,4,A,18.6,438,7.4,501,81.1,144,24.4,487,31.9,439.0,15.1,592.0,31.7,63.82001150000001,20.3044615,2019,0.3641205128943962,-0.5485088374068503,blue
338,388,UNIVERSITÄT MANNHEIM,Germany,M,FO,VH,5,A,18.5,444,67.4,104,11.5,601,56.3,186,44.5,350.0,33.3,401.0,31.7,49.48297225,8.46419525,2019,1.233444830307913,-0.3429683688513315,blue
338,283,UNIVERSITY COLLEGE CORK (UCC),Ireland,L,FC,VH,5,A,25.7,324,25.5,382,28.7,521,30.0,429,95.0,132.0,46.4,307.0,31.7,51.893395,-8.490869,2019,1.225284869428211,0.4777473482040998,blue
338,367,VIRGINIA POLYTECHNIC INSTITUTE (VIRGINIA TECH),United States,XL,FC,VH,5,A,31.4,256,32.3,291,28.1,528,40.0,323,22.6,504.0,22.4,491.0,31.7,37.226323,-80.42355549999999,2019,0.7263791159233951,-1.001076818117178,blue
343,379,AALBORG UNIVERSITY,Denmark,L,FC,VH,3,A,17.0,479,34.4,279,43.9,354,33.5,377,75.7,221.0,39.7,351.0,31.6,57.015,9.985,2019,0.7955058625752212,1.3515014241182373,blue
343,382,NATIONAL RESEARCH UNIVERSITY 0 HIGHER SCHOOL OF ECONOMICS (HSE),Russia,L,FO,VH,3,A,19.4,420,28.8,344,96.6,52,1.7,601,10.3,601.0,14.5,601.0,31.6,55.803338,37.409242,2019,0.162924345425867,-0.3612635986515073,blue
345,352,GEORGE WASHINGTON UNIVERSITY,United States,L,FC,VH,5,B,28.2,297,24.9,391,31.5,484,34.3,371,40.5,376.0,50.1,290.0,31.5,38.901261000000005,-77.0506,2019,0.8865124678499935,-0.2901080385521464,blue
345,364,RENSSELAER POLYTECHNIC INSTITUTE,United States,M,CO,VH,5,B,11.9,501,12.4,501,32.2,475,73.0,86,40.3,379.0,47.7,301.0,31.5,42.7300305,-73.67859899999999,2019,0.8919197533949504,-0.188106832646288,blue
345,391,UNIVERSITY OF UTAH,United States,L,FC,VH,5,A,16.4,501,6.9,501,66.8,215,43.7,293,26.8,472.0,14.1,601.0,31.5,40.769755,-111.837882,2019,0.4448629555453294,-1.1518805766524678,blue
348,303,UNIVERSITÉ DE STRASBOURG,France,XL,FC,HI,5,A,47.1,161,9.3,501,11.6,601,23.6,500,41.0,373.0,46.5,305.0,31.3,48.579763,7.764816,2019,0.7331358186899328,-0.3522310920400279,blue
349,382,STONY BROOK UNIVERSITY,United States,L,FC,VH,4,A,22.1,373,7.2,501,39.8,388,39.6,329,30.5,449.0,82.4,137.0,31.2,40.91,-73.13,2019,0.6988911122138883,0.7341039003244388,blue
350,390,UNITED ARAB EMIRATES UNIVERSITY,United Arab Emirates,M,FC,HI,3,A,17.2,477,22.7,419,57.6,270,11.0,601,100.0,13.0,62.9,228.0,31.1,25.2867925,55.4767045,2019,0.8156243159555762,2.0112423143748086,blue
351,343,CITY UNIVERSITY LONDON,United Kingdom,L,CO,HI,5,A,15.4,501,24.8,392,13.4,601,49.2,244,95.3,129.0,99.8,27.0,31.0,51.50853,-0.12574,2019,1.4690868511679134,1.5167565266054504,blue
352,351,KOBE UNIVERSITY,Japan,L,FC,VH,4,A,26.1,318,31.6,299,66.1,219,15.3,601,10.7,601.0,8.9,601.0,30.9,34.728202,135.234463,2019,0.3229015873956972,-0.9522184522271864,blue
352,367,TOKYO MEDICAL AND DENTAL UNIVERSITY,Japan,S,FO,VH,4,A,12.5,501,6.0,501,100.0,9,21.6,520,3.5,601.0,14.4,601.0,30.9,35.7012575,139.764795,2019,0.1015193296362772,-1.041553617909187,blue
354,334,BELARUS STATE UNIVERSITY,Belarus,L,FO,HI,4,A,16.4,501,30.8,316,95.3,61,1.7,601,9.0,601.0,24.4,471.0,30.8,53.8989,27.5596,2019,0.3582147061856683,-0.8489972312729499,blue
355,373,MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY,Russia,M,SP,MD,4,A,10.1,501,31.9,296,99.6,33,1.0,601,13.1,601.0,52.1,277.0,30.7,55.6718195,37.48924,2019,0.4908369596365197,-0.3216523964410974,blue
355,347,UNIVERSITY OF ESSEX,United Kingdom,L,CO,HI,4,A,20.3,405,13.8,501,19.9,601,35.9,354,99.9,55.0,99.7,30.0,30.7,51.8790698,0.945054,2019,1.1918298855292804,2.161237611079585,blue
355,373,UNIVERSITY OF KENT,United Kingdom,L,CO,VH,4,A,19.1,425,15.0,501,32.2,474,28.8,444,97.7,98.0,88.4,112.0,30.7,38.04,-84.5,2019,1.0702679680491691,1.8900186304870288,blue
355,305,UNIVERSITY OF LISBON,Portugal,XL,FC,VH,5,A,37.7,206,27.6,355,15.1,601,38.2,340,9.0,601.0,33.6,399.0,30.7,38.75260975,-9.15862025,2019,0.671441972404966,-1.005483024274752,blue
359,331,BANDUNG INSTITUTE OF TECHNOLOGY (ITB),Indonesia,L,CO,HI,4,A,36.2,217,41.7,219,43.9,353,3.2,601,42.1,365.0,2.6,601.0,30.4,-6.889852,107.609968,2019,0.4689534095495648,-0.5391315143172382,blue
