Country,Unnamed: 0,Unnamed: 0,CurrentRank,CurrentRank,LastRank,LastRank,Age,Age,Academicscorerscore,Academicscorerscore,Academicrankrank,Academicrankrank,Employerscore,Employerscore,Employerrank,Employerrank,FacultyStudentscore,FacultyStudentscore,FacultyStudentrank,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyscore,CitationsPerFacultyrank,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyscore,InternationalFacultyrank,InternationalFacultyrank,InternationalStudentscore,InternationalStudentscore,InternationalStudentrank,InternationalStudentrank,OverallScore,OverallScore,Latitude,Latitude,Longitude,Longitude,anno,anno,pca_1,pca_1,pca_2,pca_2
Czech Republic,6,629.0,6,639.5,6,635.6666666666666,6,4.666666666666667,6,12.866666666666667,6,173.0,6,27.13333333333333,6,258.8333333333333,6,17.433333333333334,6,224.16666666666666,6,1.9000000000000001,6,100.16666666666667,6,11.883333333333333,6,252.0,6,52.81666666666666,6,291.1666666666667,6,18.983333333333334,6,44.42226428271667,6,12.271232098550001,6,2019,6,-0.9198191225932297,6,-0.12104516658653347
Denmark,6,342.1666666666667,6,341.8333333333333,6,345.1666666666667,6,4.333333333333333,6,29.966666666666665,6,245.16666666666666,6,33.86666666666667,6,307.3333333333333,6,56.26666666666666,6,177.16666666666666,6,41.916666666666664,6,320.0,6,86.05,6,171.66666666666666,6,46.68333333333334,6,329.6666666666667,6,38.68333333333333,6,55.948339316666676,6,11.377986666666667,6,2019,6,1.632182364919802,6,0.5899240289058545
Ecuador,3,812.3333333333334,3,916.6666666666666,3,916.6666666666666,3,3.6666666666666665,3,0.0,3,0.0,3,19.2,3,224.66666666666666,3,20.033333333333335,3,333.0,3,0.0,3,0.0,3,33.333333333333336,3,466.0,3,0.0,3,0.0,3,15.166666666666666,3,5.350318833333333,3,-74.83469183333334,3,2019,3,-2.3314934014489044,3,0.24006427677629028
Egypt,6,678.1666666666666,6,783.3333333333334,6,739.1666666666666,6,4.0,6,8.833333333333334,6,105.66666666666667,6,25.366666666666664,6,173.83333333333334,6,11.833333333333334,6,153.16666666666666,6,0.8833333333333333,6,100.16666666666667,4,28.725,6,109.33333333333333,6,6.116666666666667,6,169.0,6,18.26666666666667,6,29.56188352833333,6,31.072937828333334,6,2019,6,-1.6650814009882955,6,-0.014466587035497289
Estonia,3,613.3333333333334,3,657.0,3,654.6666666666666,3,4.0,3,6.8,3,134.0,3,14.300000000000002,3,294.3333333333333,3,38.53333333333333,3,197.66666666666666,3,6.3,3,189.33333333333334,3,40.5,3,397.0,3,26.96666666666667,3,467.6666666666667,3,22.400000000000002,3,35.449522083333335,3,50.410622749999995,3,2019,3,-1.0257529510570491,3,0.2607036126198699
Finland,10,379.6,10,381.4,10,388.2,10,3.6,10,18.18,10,261.9,10,17.15,10,266.7,10,53.42999999999999,10,248.8,10,38.519999999999996,10,348.3,10,42.17,10,383.7,10,15.919999999999998,10,477.4,10,32.5,10,56.284675652400004,10,31.861268723800002,10,2019,10,0.3594932631777898,10,0.05309074882010909
France,41,622.8048780487804,41,634.9024390243902,41,660.4634146341464,41,4.439024390243903,41,20.043902439024393,41,186.9268292682927,40,26.190000000000005,41,165.17073170731706,41,29.465853658536595,41,171.85365853658536,41,17.760975609756102,41,244.6341463414634,38,39.52368421052632,41,297.0487804878049,41,52.868292682926835,41,281.9268292682927,41,24.22926829268294,41,47.32807953940549,41,2.480139927896342,41,2019,41,-0.3358079416029088,41,0.3328911080826639
Germany,46,395.8695652173913,46,399.60869565217394,46,391.69565217391306,46,4.521739130434782,46,27.5195652173913,46,206.8913043478261,46,28.989130434782624,46,199.52173913043478,46,32.13478260869565,46,281.0,46,37.408695652173925,46,327.7391304347826,41,39.178048780487806,44,331.90909090909093,46,32.27391304347826,46,353.3478260869565,46,33.169565217391295,46,50.40864947923913,46,10.195798901326086,46,2019,46,0.6801343805200696,46,-0.2740240066152212
Greece,6,655.0,6,694.3333333333334,6,685.0,6,4.166666666666667,6,10.666666666666666,6,193.66666666666666,6,20.666666666666668,6,213.83333333333334,6,1.4833333333333334,6,100.16666666666667,6,36.68333333333333,6,368.8333333333333,5,0.0,5,0.0,6,7.8,6,270.0,6,19.3,6,38.25249678466667,6,5.871164766000002,6,2019,6,-1.3274219466527317,6,-0.43862614126637695
Hong Kong,7,165.57142857142858,7,171.28571428571428,7,163.57142857142858,7,3.4285714285714284,7,56.542857142857144,7,126.71428571428571,7,44.6,7,177.28571428571428,7,64.45714285714286,7,244.42857142857142,7,56.271428571428565,7,230.71428571428572,7,99.94285714285715,7,37.57142857142857,7,83.28571428571429,7,132.85714285714286,7,61.08571428571429,7,22.345013760842857,7,114.16628854542856,7,2019,7,3.4864970001888147,7,1.5646472777306462
Hungary,7,747.0,7,802.8571428571429,7,792.8571428571429,7,4.714285714285714,7,7.871428571428572,7,192.57142857142858,7,11.485714285714286,7,254.28571428571428,7,31.785714285714285,7,175.0,7,5.2,7,147.85714285714286,6,19.266666666666666,7,88.0,7,47.08571428571429,7,241.42857142857142,7,15.414285714285715,7,47.11742652257143,7,19.453342247714286,7,2019,7,-1.4734558752057882,7,-0.019177330024704835
India,25,638.8,25,693.44,25,697.44,25,3.92,25,12.76,25,113.04,25,15.996000000000004,25,109.76,25,22.964000000000002,25,346.08,25,32.296,25,155.36,16,5.25,24,213.875,24,1.6125,25,235.72,25,22.224000000000004,25,21.579827053839995,25,79.69302090935999,25,2019,25,-1.2008721070890407,25,-0.33636667720641805
Indonesia,9,650.8888888888889,9,699.1111111111111,9,729.7777777777778,9,4.111111111111111,9,15.933333333333337,9,179.77777777777777,9,14.333333333333334,9,71.22222222222223,9,26.666666666666668,9,270.6666666666667,9,0.7222222222222222,9,200.33333333333334,9,26.45555555555556,9,197.44444444444446,9,1.1888888888888889,9,200.33333333333334,9,20.822222222222216,9,-7.117633861111112,9,109.78316438888889,9,2019,9,-1.4870978338332113,9,-0.3861997844509818
Iran,6,676.5,6,721.6666666666666,6,713.3333333333334,6,4.0,6,5.650000000000001,6,244.33333333333334,6,4.383333333333334,6,167.0,6,3.6666666666666665,6,200.33333333333334,6,58.166666666666664,6,236.5,4,1.525,6,200.33333333333334,6,0.7333333333333334,6,200.33333333333334,6,19.3,6,31.113311017683333,6,35.34758585473333,6,2019,6,-1.4430984371909308,6,-0.26644095290168945
Iraq,4,813.5,4,862.5,4,800.0,4,3.5,4,4.375,4,117.0,4,0.0,4,0.0,4,39.150000000000006,4,408.5,4,0.0,4,0.0,3,0.0,4,0.0,3,0.0,4,0.0,4,16.025000000000002,4,27.108050249999998,4,24.696394750000003,4,2019,4,-2.267083039211829,4,-0.05234975972241124
Ireland,8,413.875,8,423.375,8,396.625,8,4.25,8,20.262499999999996,8,190.5,8,26.037499999999998,8,228.625,8,30.249999999999996,8,313.875,8,26.900000000000002,8,385.5,8,83.28750000000001,8,183.0,8,51.175000000000004,8,305.875,8,31.9,8,53.077350296875,8,-7.214228062500001,8,2019,8,0.757916255983574,8,0.9296241810997852
Israel,7,478.85714285714283,7,484.0,7,453.7142857142857,7,4.142857142857143,7,20.62857142857143,7,220.57142857142858,7,15.771428571428572,7,196.71428571428572,7,37.357142857142854,7,354.85714285714283,7,62.9,7,187.0,5,61.64,7,204.28571428571428,5,11.379999999999999,7,322.85714285714283,7,27.757142857142856,7,32.09392902281429,7,34.92727977728571,7,2019,7,0.38935443410267995,7,0.08031463029115779
Italy,31,596.483870967742,31,608.6129032258065,31,605.9677419354839,31,4.354838709677419,31,21.264516129032256,31,193.83870967741936,31,16.603225806451615,31,141.03225806451613,31,9.51290322580645,31,197.16129032258064,31,40.49354838709678,31,341.1290322580645,30,7.6066666666666665,31,244.58064516129033,30,10.933333333333334,30,297.26666666666665,31,23.9483870967742,31,43.831919306451624,31,11.191710544354839,31,2019,31,-0.7667739097096329,31,-0.6262694594542006
Japan,44,530.7045454545455,44,568.5454545454545,44,583.8636363636364,44,4.454545454545454,44,19.056818181818183,44,83.22727272727273,44,20.602272727272723,44,108.5909090909091,44,52.83181818181818,44,189.8181818181818,44,18.143181818181816,44,286.8863636363636,44,9.649999999999999,44,285.72727272727275,44,7.713636363636363,44,216.0681818181818,44,29.49318181818182,44,35.374457540652266,44,136.95671630247728,44,2019,44,-0.501025408612707,44,-1.021451068555954
Jordan,3,690.0,3,716.6666666666666,3,750.0,3,3.0,3,6.766666666666667,3,134.66666666666666,3,22.133333333333336,3,193.33333333333334,3,20.233333333333334,3,333.6666666666667,3,0.0,3,0.0,3,27.0,3,260.3333333333333,3,41.699999999999996,3,346.3333333333333,3,18.03333333333333,3,38.949239666666664,3,28.804534583333332,3,2019,3,-1.5147747585638254,3,1.0773704466904228
Kazakhstan,10,565.0,10,593.9,10,644.2,10,3.6,10,7.390000000000001,10,224.9,10,13.559999999999999,10,241.5,10,74.21000000000001,10,175.4,10,0.5900000000000001,10,300.5,10,19.07,10,327.4,10,5.95,10,285.4,10,22.919999999999998,10,35.10539475522523,10,-35.24254076465475,10,2019,10,-1.087508426047018,10,-0.36285730336496075
Kenya,1,977.0,1,1000.0,1,1000.0,1,3.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,,1,0.0,0,,1,0.0,1,14.2,1,40.9295,1,40.276125,1,2019,1,-2.7443177620607524,1,1.4199122293554445
Kuwait,1,853.0,1,1000.0,1,700.0,1,4.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,56.4,1,306.0,1,35.0,1,387.0,1,14.2,1,29.339734,1,47.916311,1,2019,1,-2.1104787226855435,1,1.0108856933271344
Latvia,3,875.0,3,933.3333333333334,3,816.6666666666666,3,4.333333333333333,3,0.0,3,0.0,3,7.966666666666666,3,133.66666666666666,3,17.8,3,362.6666666666667,3,0.0,3,0.0,3,5.3,3,194.0,3,35.733333333333334,3,199.66666666666666,3,14.566666666666668,3,56.94302066666666,3,24.142835666666667,3,2019,3,-2.231714324758201,3,-0.04659607496137511
Lebanon,6,580.1666666666666,6,614.5,6,730.8333333333334,6,4.0,6,4.8,6,148.0,6,19.533333333333335,6,134.0,6,47.699999999999996,6,246.33333333333334,6,2.766666666666667,6,200.33333333333334,6,71.96666666666667,6,133.0,6,30.816666666666666,6,334.5,6,22.650000000000002,6,36.13712201556666,6,6.3453808770833335,6,2019,6,-0.757531861352532,6,0.7672778128891525
Lithuania,4,709.75,4,719.5,4,690.0,4,4.25,4,4.225,4,121.25,4,22.25,4,250.0,4,34.825,4,259.75,4,1.525,4,150.25,4,9.95,4,266.25,4,8.975,4,257.0,4,18.6,4,43.1637815,4,-28.013674875,4,2019,4,-1.5463277037279792,4,-0.5823405584994343
Macau,1,444.0,1,443.0,1,550.0,1,3.0,1,10.9,1,501.0,1,6.2,1,501.0,1,21.2,1,601.0,1,34.6,1,368.0,1,100.0,1,10.0,1,96.7,1,67.0,1,26.0,1,22.124095,1,113.545254,1,2019,1,0.3642912277614463,1,2.9140518443519183
Malaysia,13,479.6923076923077,13,497.61538461538464,13,618.4615384615385,13,2.8461538461538463,13,19.453846153846154,13,141.46153846153845,13,24.623076923076926,13,196.76923076923077,13,47.15384615384615,13,262.9230769230769,13,9.423076923076922,13,300.3076923076923,13,40.669230769230765,13,347.84615384615387,13,48.423076923076934,13,274.6923076923077,13,29.861538461538462,13,3.4224278076923076,13,101.62631217307694,13,2019,13,-0.22390479600748822,13,1.1323249595640827
Mexico,14,685.3571428571429,14,730.7857142857143,14,772.9285714285714,14,4.142857142857143,14,16.84285714285714,14,208.35714285714286,14,28.314285714285713,14,172.21428571428572,14,21.714285714285715,14,142.5,14,0.5642857142857143,14,85.85714285714286,14,17.514285714285716,14,128.14285714285714,14,1.864285714285714,14,78.21428571428571,14,21.150000000000002,14,20.527041785714285,14,-100.03414221428572,14,2019,14,-1.4746821784593291,14,-0.5041914815910292
Morocco,1,804.0,1,1000.0,1,1000.0,1,3.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,90.9,1,159.0,1,0.0,1,0.0,1,14.2,1,31.70217,1,-6.3494,1,2019,1,-2.6289740355061704,1,1.714713922834885
Netherlands,13,154.3846153846154,13,155.0,13,152.0,13,4.538461538461538,13,42.2,13,228.6153846153846,13,34.55384615384615,13,323.0,13,49.815384615384616,13,328.46153846153845,13,73.52307692307693,13,100.0,13,75.97692307692307,13,214.07692307692307,13,59.52307692307692,13,260.3076923076923,13,51.91538461538461,13,50.21644665384615,13,10.719998076923076,13,2019,13,2.8929593502583737,13,0.3387389088855428
New Zealand,8,262.125,8,262.375,8,255.375,8,4.375,8,35.175000000000004,8,292.375,8,30.924999999999997,8,331.125,8,23.224999999999998,8,559.25,8,43.8,8,299.375,8,96.7625,8,92.625,8,81.2875,8,137.5,8,39.574999999999996,8,-24.7987065625,8,133.65480312499997,8,2019,8,2.0136689581546925,8,1.3775439937935952
Norway,5,407.4,5,407.6,5,386.4,5,4.4,5,24.06,5,244.8,5,13.620000000000001,5,344.8,5,55.08,5,178.0,5,29.04,5,292.4,5,76.55999999999999,5,222.8,5,20.52,5,531.8,5,31.699999999999996,5,45.94000077928,5,38.354885485980006,5,2019,5,0.6312694540301853,5,0.09656537558575254
Oman,1,451.0,1,450.0,1,460.0,1,3.0,1,9.5,1,501.0,1,13.0,1,501.0,1,65.4,1,223.0,1,11.0,1,601.0,1,100.0,1,50.0,1,4.8,1,601.0,1,25.7,1,47.828406,1,-121.827357,1,2019,1,-0.1069913199666744,1,1.1701033839892987
Pakistan,7,684.8571428571429,7,703.4285714285714,7,841.4285714285714,7,3.2857142857142856,7,3.1,7,143.14285714285714,7,26.38571428571429,7,373.14285714285717,7,28.942857142857147,7,95.85714285714286,7,15.0,7,159.0,6,0.5833333333333334,6,100.16666666666667,7,2.8428571428571425,7,257.2857142857143,7,19.728571428571428,7,35.32527864285714,7,31.71291264285714,7,2019,7,-1.7449946739632742,7,-0.03878232007067944
Palestinian Territory,1,827.0,1,1000.0,1,1000.0,1,4.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,15.3,1,591.0,1,0.0,1,0.0,1,14.2,1,31.9552,1,35.1751,1,2019,1,-3.0060358060374743,1,-0.069063084771903
Panama,1,931.0,1,1000.0,1,1000.0,1,3.0,1,0.0,1,0.0,1,28.6,1,345.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,14.2,1,8.862544,1,-79.802671,1,2019,1,-2.889487641642423,1,0.3090931715577968
Peru,3,802.6666666666666,3,853.3333333333334,3,813.3333333333334,3,4.666666666666667,3,17.033333333333335,3,235.33333333333334,3,14.0,3,72.33333333333333,3,0.0,3,0.0,3,0.0,3,0.0,3,18.73333333333333,3,321.3333333333333,3,0.0,3,0.0,3,16.733333333333334,3,-12.050626,3,-77.07260166666667,3,2019,3,-2.0330400955055232,3,-0.6605424935093174
Philippines,4,713.75,4,771.0,4,679.25,4,5.0,4,12.149999999999999,4,181.25,4,34.85,4,287.0,4,21.549999999999997,4,191.25,4,0.525,4,150.25,4,0.475,4,150.25,4,0.375,4,150.25,4,18.950000000000003,4,14.622439499999999,4,121.02579675000001,4,2019,4,-1.4593405980415615,4,-1.3232138913344873
Poland,14,814.0714285714286,14,889.6428571428571,14,895.7142857142857,14,4.285714285714286,14,6.378571428571428,14,61.142857142857146,14,8.9,14,95.07142857142857,14,20.764285714285712,14,246.21428571428572,14,0.9357142857142858,14,85.85714285714286,9,1.5444444444444443,14,85.85714285714286,11,2.1636363636363636,14,85.85714285714286,14,16.60714285714285,14,50.009820120128566,14,23.103664355928572,14,2019,14,-2.246614292803191,14,-0.35469543090706734
Portugal,7,503.0,7,505.0,7,475.2857142857143,7,3.857142857142857,7,18.8,7,143.14285714285714,7,17.942857142857143,7,273.0,7,15.585714285714285,7,412.85714285714283,7,33.17142857142857,7,296.2857142857143,6,13.0,7,395.14285714285717,7,24.157142857142855,7,390.0,7,24.985714285714288,7,39.96885639285715,7,-8.79710175,7,2019,7,-0.4348514501219801,7,-0.08531515079819577
Puerto Rico,1,910.0,1,1000.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,14.2,1,18.474713,1,-67.127328,1,2019,1,-2.9790137648895474,1,-0.9390363583044514
Qatar,1,333.0,1,332.0,1,349.0,1,3.0,1,13.9,1,501.0,1,19.3,1,475.0,1,61.9,1,239.0,1,10.5,1,601.0,1,100.0,1,12.0,1,99.5,1,34.0,1,32.0,1,25.3741735,1,51.489900000000006,1,2019,1,1.116145198898172,1,2.569866382179845
Romania,5,915.0,5,1000.0,5,950.0,5,4.8,5,3.4,5,96.6,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,4,0.0,5,0.0,4,0.0,5,0.0,5,14.2,5,45.7122366528,5,24.9204009296,5,2019,5,-2.7986558795343703,5,-0.6313780416760134
Russia,27,503.0,27,526.074074074074,27,584.3703703703703,27,4.37037037037037,27,11.02222222222222,27,234.85185185185185,27,16.38888888888889,27,226.88888888888889,27,75.74814814814816,27,125.07407407407408,27,2.3518518518518516,27,333.8888888888889,27,9.75925925925926,27,351.77777777777777,27,38.83333333333332,27,345.77777777777777,27,26.655555555555566,27,50.66960916340741,27,38.41876436834276,27,2019,27,-0.4575778797698052,27,-0.5553039749160922
Saudi Arabia,9,546.7777777777778,9,584.8888888888889,9,593.4444444444445,9,3.2222222222222223,9,11.266666666666667,9,209.22222222222223,9,9.555555555555555,9,174.44444444444446,9,60.70000000000001,9,120.66666666666667,9,19.511111111111113,9,228.11111111111111,9,98.26666666666667,9,65.0,9,28.200000000000003,9,247.66666666666666,9,24.42222222222222,9,28.085782072222223,9,36.80140677777777,9,2019,9,-0.22361430111442962,9,1.4772803743190817
Serbia,1,962.0,1,1000.0,1,1000.0,1,5.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,14.2,1,44.818824,1,20.457571,1,2019,1,-2.9790137648895474,1,-0.9390363583044514
Singapore,3,173.33333333333334,3,174.33333333333334,3,158.66666666666666,3,3.3333333333333335,3,67.6,3,183.33333333333334,3,73.56666666666666,3,133.0,3,66.86666666666667,3,248.0,3,60.5,3,220.0,3,100.0,3,26.333333333333332,3,77.86666666666666,3,156.33333333333334,3,68.93333333333334,3,1.312916625,3,103.76941979166666,3,2019,3,4.16971769860242,3,1.4015741874860126
Slovakia,3,809.0,3,866.6666666666666,3,916.6666666666666,3,4.0,3,0.0,3,0.0,2,0.0,3,0.0,3,41.13333333333333,3,377.0,3,0.0,3,0.0,2,0.0,3,0.0,3,6.133333333333333,3,180.0,3,14.933333333333332,3,48.34100333333333,3,18.478686333333332,3,2019,3,-2.314072839161733,3,-0.30425263915396794
Slovenia,2,834.0,2,850.0,2,850.0,2,3.5,2,0.0,2,0.0,2,0.0,2,0.0,2,36.4,2,425.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,16.4,2,46.304463,2,15.0753725,2,2019,2,-2.5082929679600747,2,-0.2701300991528842
South Africa,9,626.5555555555555,9,657.3333333333334,9,624.0,9,4.0,9,13.222222222222223,9,131.66666666666666,9,20.18888888888889,9,150.66666666666666,9,9.38888888888889,9,237.77777777777777,9,23.577777777777776,9,338.22222222222223,8,53.675,9,224.88888888888889,9,20.422222222222224,9,376.22222222222223,9,22.43333333333333,9,-29.978375000000003,9,24.98456563888889,9,2019,9,-0.8206813366086815,9,0.44872546590691254
South Korea,30,452.6333333333333,30,465.26666666666665,30,500.93333333333334,30,4.133333333333334,30,19.23,30,162.86666666666667,30,23.9,30,144.5,30,63.476666666666674,30,204.66666666666666,30,24.953333333333337,30,315.2,30,11.943333333333333,30,297.46666666666664,30,14.416666666666668,30,266.8333333333333,30,32.58666666666667,30,36.18970885,30,127.17620406666666,30,2019,30,0.0026785276708672407,30,-0.7941255435451392
