Country,Unnamed: 0,Unnamed: 0,CurrentRank,CurrentRank,LastRank,LastRank,Age,Age,Academicscorerscore,Academicscorerscore,Academicrankrank,Academicrankrank,Employerscore,Employerscore,Employerrank,Employerrank,FacultyStudentscore,FacultyStudentscore,FacultyStudentrank,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyscore,CitationsPerFacultyrank,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyscore,InternationalFacultyrank,InternationalFacultyrank,InternationalStudentscore,InternationalStudentscore,InternationalStudentrank,InternationalStudentrank,OverallScore,OverallScore,Latitude,Latitude,Longitude,Longitude,anno,anno,pca_1,pca_1,pca_2,pca_2
Spain,25,521.0,25,542.8,25,585.44,25,3.92,25,26.04,25,188.28,25,25.583999999999996,25,158.88,25,28.636000000000003,25,305.04,25,14.671999999999999,25,351.96,23,14.430434782608698,25,280.92,25,20.564,25,272.8,25,27.04400000000001,25,40.7591817608305,25,-1.500240456792005,25,2019,25,-0.5011153940410784,25,-0.28827792265075514
Sri Lanka,1,967.0,1,1000.0,1,800.0,1,5.0,1,0.0,1,0.0,1,20.4,1,458.0,1,0.0,1,0.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,1,0.0,1,14.2,1,40.9295,1,40.276125,1,2019,1,-2.2403485933737075,1,-0.456765299531276
Sweden,10,357.0,10,355.0,10,352.4,10,4.7,10,37.300000000000004,10,205.2,10,33.029999999999994,10,269.3,10,55.739999999999995,10,228.3,10,54.78000000000001,10,222.9,10,73.14999999999999,10,236.2,10,37.84,10,390.6,10,37.71999999999999,10,58.15157538000001,10,3.271159895000001,10,2019,10,1.7097407564116396,10,0.0011519706064309966
Switzerland,9,185.44444444444446,9,187.55555555555554,9,175.22222222222223,9,5.0,9,41.84444444444444,9,188.0,9,47.266666666666666,9,198.0,9,56.56666666666666,9,224.22222222222223,9,67.97777777777779,9,166.0,8,99.9375,9,32.44444444444444,9,77.93333333333334,9,150.11111111111111,9,55.73333333333333,9,47.54220563888889,9,8.088422166666668,9,2019,9,3.3546180123910294,9,0.5400932326474488
Taiwan,17,443.6470588235294,17,474.2352941176471,17,480.29411764705884,17,3.823529411764706,17,20.04117647058823,17,237.94117647058823,17,18.564705882352943,17,270.7647058823529,17,41.96470588235294,17,239.0,17,34.53529411764706,17,275.7647058823529,17,15.676470588235293,17,404.29411764705884,17,21.7235294117647,17,390.6470588235294,17,30.470588235294116,17,26.898133867647058,17,94.89800202941176,17,2019,17,-0.09116706410224179,17,-0.2938261800078307
Thailand,8,670.125,8,750.125,8,703.625,8,4.125,8,22.6125,8,237.375,8,11.575,8,125.5,8,13.6125,8,165.625,8,2.15,8,150.25,8,6.4624999999999995,8,212.375,8,1.1,8,150.25,8,20.125,8,14.201142062499999,8,100.3212228125,8,2019,8,-1.6820984100599436,8,-0.6588341641709846
Turkey,10,655.3,10,725.4,10,677.0,10,3.9,10,11.34,10,263.6,10,27.1,10,188.3,10,10.7,10,132.7,10,11.24,10,257.8,10,16.910000000000004,10,154.3,10,3.96,10,173.3,10,19.289999999999996,10,39.4168106,10,31.456364425000004,10,2019,10,-1.4675351150025548,10,-0.24652383891358798
Ukraine,6,651.1666666666666,6,670.1666666666666,6,688.3333333333334,6,4.666666666666667,6,5.216666666666667,6,155.66666666666666,6,1.3666666666666665,6,83.5,6,58.150000000000006,6,262.5,6,0.3,6,100.16666666666667,6,0.25,6,100.16666666666667,6,18.933333333333334,6,90.66666666666667,6,19.13333333333333,6,50.74862910416667,6,25.450764333333336,6,2019,6,-1.4982979325683798,6,-0.9636298217295315
United Arab Emirates,8,569.125,8,601.375,8,683.75,8,2.25,8,5.050000000000001,8,183.0,8,15.975000000000001,8,234.125,8,27.5625,8,255.25,8,6.675000000000001,8,207.0,8,100.0,8,5.75,8,77.475,8,64.625,8,22.749999999999996,8,25.05386188875,8,55.188202339499995,8,2019,8,-0.5138639041907362,8,3.1452341941440065
United Kingdom,78,384.84615384615387,78,395.94871794871796,78,409.0,78,4.115384615384615,78,28.89615384615384,78,167.71794871794873,78,36.37820512820513,78,190.42307692307693,78,33.74615384615385,78,234.84615384615384,78,37.91794871794872,78,185.5897435897436,78,82.35512820512821,78,180.6153846153846,78,82.24358974358974,78,131.9102564102564,78,39.4525641025641,78,50.51572478289264,78,0.29120162990785187,78,2019,78,1.5320521040863515,78,1.3888469242255879
United States,159,425.7358490566038,159,442.22641509433964,159,450.15723270440253,159,4.849056603773585,159,29.218867924528297,159,159.11320754716982,159,23.272327044025158,159,199.52201257861634,159,41.42012578616351,159,262.54716981132077,159,44.28805031446544,159,249.0943396226415,157,32.2732484076433,158,285.73417721518985,159,34.173584905660384,159,299.55974842767296,159,36.89182389937107,159,38.47471866375785,159,-88.10459303372645,159,2019,159,0.7415744862417893,159,-0.5904913007314573
Uruguay,2,721.0,2,770.0,2,650.0,2,3.5,2,0.0,2,0.0,2,0.0,2,0.0,2,48.05,2,384.0,2,0.0,2,0.0,2,7.35,2,299.5,2,0.0,2,0.0,2,18.35,2,-34.9032885,2,-56.1698855,2,2019,2,-1.9999598038513566,2,-0.31305891080333786
Venezuela,5,887.8,5,960.0,5,840.0,5,4.2,5,7.32,5,179.4,5,24.580000000000002,5,278.2,5,0.0,5,0.0,5,0.0,5,0.0,4,3.85,5,118.0,5,0.0,5,0.0,5,14.420000000000002,5,9.1880155,5,-68.81535799999999,5,2019,5,-2.365037744268872,5,-0.39768095544088117
Vietnam,2,870.5,2,875.0,2,1000.0,2,2.5,2,8.3,2,248.5,2,8.95,2,249.0,2,33.25,2,471.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,15.65,2,15.908878249999999,2,106.23230906250001,2,2019,2,-2.659524919933255,2,0.38486406063039724
