Institution,Country,Latitude,Longitude,CurrentRank,LastRank,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,anno,pca_1,pca_2,color
KHAZAR UNIVERSITY,Azerbaijan,40.414854,49.837092,750,701,S,FO,LO,3.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.416812459383676,1.2520506190785012,blue
KHON KAEN UNIVERSITY,Thailand,17.802659,102.747855,1000,701,XL,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
KING ABDUL AZIZ UNIVERSITY (KAU),Saudi Arabia,21.489664708,39.250165666,267,283,XL,FC,VH,4.0,A,31.1,352,26.9,401,67.5,180,15.8,401.0,98.9,65.0,66.0,204.0,40.1,2018,2.2015860780939054,1.1626511154113344,blue
KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY (KAUST),Saudi Arabia,22.310040692344,39.1044824232869,1000,1000,S,FO,VH,1.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-3.32059534500584,3.5314985974575266,blue
KING FAHD UNIVERSITY OF PETROLEUM & MINERALS (KFUPM),Saudi Arabia,26.31044325,50.14701575,173,189,M,CO,VH,4.0,A,35.7,299,40.5,316,94.9,56,27.6,401.0,100.0,24.0,46.6,311.0,50.3,2018,2.962130289257745,1.0601478242406952,red
KING FAISAL UNIVERSITY,Saudi Arabia,25.931997,49.64449,800,701,XL,FO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.4725486422498872,1.250842016355784,blue
KING KHALID UNIVERSITY,Saudi Arabia,24.713405,46.621625,480,550,XL,FC,MD,2.0,A,0.0,0,0.0,0,77.4,133,1.4,401.0,100.0,29.0,24.5,401.0,26.6,2018,0.1144595449802393,3.389364048627988,blue
KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI ,Thailand,13.650835,100.491948,1000,701,L,CO,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
KING SAUD UNIVERSITY (KSU),Saudi Arabia,24.7255265,46.624655,221,227,XL,FC,VH,4.0,A,35.9,296,37.7,345,89.3,79,13.2,401.0,98.3,73.0,17.3,401.0,44.5,2018,2.255714606678713,0.8638759016157981,blue
KING'S COLLEGE LONDON (KCL),United Kingdom,51.42141,-0.225741,23,21,L,FC,VH,5.0,A,92.8,53,92.4,57,87.6,84,64.8,132.0,97.4,88.0,99.2,34.0,86.9,2018,5.965920322337484,-0.1198477765025183,red
"KINGSTON UNIVERSITY, LONDON",United Kingdom,51.402905,-0.303256,550,550,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.765193310673587,-1.0137597065210713,blue
"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",Germany,49.009444,8.411667,107,98,L,CO,VH,4.0,A,57.2,163,96.8,36,47.0,287,69.8,111.0,61.1,260.0,55.5,261.0,61.9,2018,3.9417817733678167,0.5135625337476027,red
KOBE UNIVERSITY,Japan,34.728202,135.234463,351,369,L,FC,VH,4.0,A,33.8,314,36.8,353,61.8,211,15.2,401.0,9.0,401.0,9.7,401.0,33.6,2018,0.6874031721193342,0.165200125761093,blue
KONKUK UNIVERSITY ,South Korea,37.541838,127.078139,700,701,L,FC,HI,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.2469436647222936,0.1255104501128481,blue
KOREA UNIVERSITY,South Korea,37.588049,127.030937,90,98,L,FC,VH,5.0,B,76.8,90,88.1,66,82.8,108,32.8,383.0,17.6,401.0,36.7,379.0,65.5,2018,3.617102257305412,-0.98109321480134,red
KOÇ UNIVERSITY ,Turkey,41.204971,29.073573,440,460,M,CO,HI,2.0,B,0.0,0,0.0,0,45.6,298,16.2,401.0,42.6,340.0,10.5,401.0,28.5,2018,-0.4367518908730925,2.82505301738374,blue
"KTH, ROYAL INSTITUTE OF TECHNOLOGY",Sweden,59.3464415,18.07222775,98,97,L,CO,VH,5.0,A,57.2,162,87.0,74,62.5,206,70.0,110.0,88.1,155.0,42.0,336.0,64.7,2018,4.241675081902998,-0.4544266110094592,red
KUMAMOTO UNIVERSITY,Japan,32.81362,130.72774,600,600,M,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.0014227654855987,0.1177960893034228,blue
KUWAIT UNIVERSITY,Kuwait,29.339734,47.916311,700,701,XL,FC,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.2469436647222936,0.1255104501128481,blue
KYOTO UNIVERSITY,Japan,35.0300045,135.760973,36,37,L,FC,VH,5.0,A,99.7,18,94.9,47,95.7,54,56.4,185.0,13.1,401.0,17.1,401.0,81.5,2018,4.447771468696508,-1.207545575458397,red
KYUNG HEE UNIVERSITY,South Korea,37.650028,127.238968,256,264,L,FC,VH,4.0,B,34.7,308,61.6,162,71.4,160,21.1,401.0,10.2,401.0,28.3,401.0,40.6,2018,1.6382582759671092,0.2426046749484,blue
KYUNGPOOK NATIONAL UNIVERSITY,South Korea,35.8909105,128.6112765,750,700,L,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3013526343854926,0.1242015348529542,blue
KYUSHU INSTITUTE OF TECHNOLOGY ,Japan,33.89449,130.8394785,1000,1000,M,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.864064897825157,-0.9794964892959528,blue
KYUSHU UNIVERSITY,Japan,33.595327,130.217278,128,135,L,FC,VH,5.0,A,63.6,140,62.0,161,91.1,74,31.9,395.0,16.4,401.0,19.9,401.0,58.2,2018,2.894415963422158,-0.9627064639877596,red
L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY ,Kazakhstan,32.8488140522523,-96.9376481465475,336,345,L,FO,HI,2.0,A,23.9,401,35.7,366,98.2,41,1.3,401.0,31.7,389.0,5.7,401.0,35.0,2018,0.7322342353452397,2.676909480455772,blue
LA TROBE UNIVERSITY,Australia,-37.7212385,145.0482135,360,386,L,CO,VH,4.0,A,29.6,368,39.9,323,9.8,401,28.5,401.0,97.3,90.0,95.3,77.0,33.2,2018,1.88083496150487,1.1734169599225108,blue
LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),Pakistan,31.470176,74.4098855,750,701,S,CO,HI,3.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.416812459383676,1.2520506190785012,blue
LANCASTER UNIVERSITY,United Kingdom,54.0075255,-2.787612,135,129,L,FC,HI,4.0,A,50.2,193,47.1,266,46.2,293,63.2,140.0,91.2,137.0,98.0,53.0,56.3,2018,3.76157906460637,1.1220904734101225,red
LANZHOU UNIVERSITY,China,36.045899,103.867971,650,600,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.94302633655664,-1.011161285107664,blue
LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,Finland,61.065426,28.091146,550,480,S,,,,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.750241317355132,-0.2505256451704955,blue
LAVAL UNIVERSITY,Canada,45.558582,-73.721343,378,372,L,FC,VH,5.0,A,31.3,349,30.5,401,27.8,401,30.8,401.0,67.1,232.0,32.9,401.0,32.4,2018,1.2377777756227102,-0.4881656568319501,blue
LEBANESE AMERICAN UNIVERSITY,Lebanon,33.888996444,35.47333144,650,700,M,FC,MD,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1898802686530696,0.1266187402983884,blue
LEHIGH UNIVERSITY,United States,40.6071065,-75.3781415,550,490,M,CO,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.6855605184928315,-1.019778458751681,blue
LEIBNIZ UNIVERSITÄT HANNOVER,Germany,52.3825465,9.7178245,410,400,L,CO,VH,5.0,A,0.0,0,0.0,0,2.3,401,79.5,69.0,10.4,401.0,26.9,401.0,30.1,2018,0.2207031235191824,-0.7958812748325068,blue
LEIDEN UNIVERSITY,Netherlands,52.081796,4.325686,109,102,L,FC,VH,5.0,A,77.9,87,42.1,303,33.7,389,70.9,103.0,69.2,226.0,33.0,401.0,61.5,2018,3.436416036235652,-0.679094509758355,red
LINCOLN UNIVERSITY ,New Zealand,39.81,-75.93,319,343,S,CO,VH,5.0,A,11.9,401,13.0,401,68.5,176,33.3,377.0,95.4,114.0,93.2,85.0,35.9,2018,2.1831508226432,0.285032932745921,blue
LINGNAN UNIVERSITY (HONG KONG),Hong Kong,22.410066,113.982752,600,650,S,SP,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.953650813841058,-1.0049370555261057,blue
LINKÖPING UNIVERSITY,Sweden,58.3996545,15.5770785,287,282,L,CO,VH,3.0,A,27.3,399,44.4,280,70.2,166,30.4,401.0,39.0,352.0,16.9,401.0,38.4,2018,1.3963439627277985,1.557370698342542,blue
LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,Russia,56.296505,43.936058,750,701,L,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1885472357933344,-1.003446924298239,blue
LODZ UNIVERSITY,Poland,51.7487895,19.4497955,1000,701,L,CO,HI,4.0,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
LOMONOSOV MOSCOW STATE UNIVERSITY ,Russia,55.7635535,37.661657,95,108,XL,FO,VH,5.0,A,82.0,75,79.6,94,99.7,29,6.3,401.0,9.5,401.0,48.7,297.0,65.0,2018,3.465807625410927,-0.9139311436378031,red
LONDON BUSINESS SCHOOL,United Kingdom,51.5261795,-0.161,1000,1000,S,SP,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.9781975096203275,0.1482522823924171,blue
LONDON METROPOLITAN UNIVERSITY,United Kingdom,51.5520135,-0.110613,750,700,M,CO,HI,2.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.529617857975834,2.3796990782296943,blue
LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE (LSE),United Kingdom,51.5142765,-0.116634,35,37,M,SP,VH,5.0,A,90.3,59,100.0,7,55.9,248,71.7,102.0,100.0,22.0,100.0,7.0,81.8,2018,5.740020865551299,-0.1834295945677761,red
LONDON SOUTH BANK UNIVERSITY,United Kingdom,51.497843,-0.101855,1000,1000,M,,,,,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.942017828717584,-0.209240550342999,blue
LOUGHBOROUGH UNIVERSITY,United Kingdom,52.7673425,-1.2289455,234,237,L,FO,VH,4.0,A,35.3,302,69.2,135,32.1,401,41.4,309.0,79.0,200.0,66.1,202.0,43.1,2018,2.6357391692210226,0.8212374135732372,blue
LOUISIANA STATE UNIVERSITY,United States,30.414605,-91.178322,700,700,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1314838397241105,-1.0023386341126983,blue
LOYOLA UNIVERSITY CHICAGO,United States,41.998188,-87.656028,800,701,L,FC,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.244283418659546,-1.0046555270209558,blue
LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN,Germany,48.150471,11.594703,66,68,XL,FC,VH,5.0,A,95.8,38,88.2,65,38.9,334,55.1,194.0,54.8,286.0,38.6,365.0,70.8,2018,4.15531667655002,-0.8993025552942583,red
LUND UNIVERSITY,Sweden,55.703497186,13.189332576,78,73,L,FC,VH,5.0,A,80.0,81,71.8,123,53.7,261,51.8,218.0,88.3,152.0,73.8,171.0,68.5,2018,4.465467192058453,-0.3228952839622742,red
M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY,Kazakhstan,43.0,68.5,550,650,L,CO,LO,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.0120472427700173,0.1240203188849812,blue
MAASTRICHT UNIVERSITY,Netherlands,50.84507,5.685128,200,173,L,CO,VH,3.0,A,30.8,356,39.0,329,35.4,370,73.3,95.0,95.9,107.0,100.0,16.0,47.9,2018,3.1725574224586635,2.356828242480868,blue
MACQUARIE UNIVERSITY,Australia,-33.7750065,151.112474,240,247,L,FC,VH,4.0,A,41.2,251,55.6,196,13.7,401,47.2,261.0,85.9,167.0,78.2,157.0,42.5,2018,2.60019501031748,0.9080832352358632,blue
MAHIDOL UNIVERSITY,Thailand,13.792803,100.326207,334,283,L,FC,HI,4.0,A,46.4,215,24.6,401,58.0,235,7.0,401.0,15.2,401.0,5.6,401.0,35.1,2018,0.741928917831755,0.1486249683667127,blue
MAKERERE UNIVERSITY,Uganda,0.334873,32.567497,1000,701,XL,FC,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,53.4704565,-2.2383945,1000,701,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.695493373714733,1.2460076054649158,blue
MANIPAL UNIVERSITY,India,13.354717,74.785142,750,1000,L,FC,HI,4.0,C,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.6995165952892703,0.1542952960060025,blue
MARQUETTE UNIVERSITY,United States,43.0381805,-87.928479,1000,701,M,CO,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG,Germany,51.486307,11.969227,470,550,L,FC,HI,5.0,A,0.0,0,0.0,0,81.3,113,8.4,401.0,11.2,401.0,16.6,401.0,26.7,2018,-0.2514637979614436,-0.6354097867054289,blue
MASARYK UNIVERSITY,Czech Republic,49.19249923,16.602997588,600,650,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.0677834256362284,0.1228117161622641,blue
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT) ,United States,42.358984,-71.0935805,1,1,M,CO,VH,5.0,B,100.0,6,100.0,4,100.0,14,99.9,8.0,100.0,36.0,96.1,70.0,100.0,2018,6.83722319072967,-0.1413561897628126,red
MASSEY UNIVERSITY,New Zealand,-40.3850435,175.6169295,316,340,L,CO,VH,4.0,A,37.2,281,35.6,369,22.7,401,19.7,401.0,96.8,100.0,86.6,115.0,36.2,2018,2.002543179675799,1.1283268922220968,blue
MAYNOOTH UNIVERSITY,Ireland,53.380368,-6.5976325,750,700,M,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1872200225903216,-1.0035472368354157,blue
MCGILL UNIVERSITY,Canada,45.50463675,-73.5763445,32,30,L,FC,VH,5.0,A,96.9,35,96.1,40,69.4,169,61.4,157.0,88.9,149.0,95.6,75.0,83.9,2018,5.684643309347,-0.2663171512674879,red
MCMASTER UNIVERSITY,Canada,43.2620975,-79.9191015,140,149,L,FC,VH,5.0,A,51.8,185,57.2,186,77.2,134,35.7,357.0,92.8,129.0,40.5,349.0,55.8,2018,3.410974438330338,-0.2981571640755019,red
MEIJI UNIVERSITY,Japan,35.698734,139.762093,1000,1000,XL,CO,HI,5.0,C,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.864064897825157,-0.9794964892959528,blue
MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,48.939199,-57.936333,750,700,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3013526343854926,0.1242015348529542,blue
MIAMI UNIVERSITY,United States,39.5047545,-84.7837535,1000,701,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
MICHIGAN STATE UNIVERSITY,United States,42.7265225,-84.481054,149,160,XL,FC,VH,5.0,A,68.6,123,60.7,171,16.4,401,59.5,165.0,61.7,255.0,47.2,308.0,54.3,2018,3.108034925842741,-0.6872683087222874,red
MICHIGAN TECHNOLOGICAL UNIVERSITY,United States,47.1195605,-88.548516,600,550,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.8209294935397984,-1.0149683092437884,blue
MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,35.247662,33.023643,480,480,L,CO,VH,4.0,A,0.0,0,0.0,0,8.3,401,23.2,401.0,10.5,401.0,8.8,401.0,26.4,2018,-0.8506822659192447,0.2498161030697712,blue
MIDDLESEX UNIVERSITY,United Kingdom,51.58959,-0.228408,750,650,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3491245860300336,1.246934679682483,blue
MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,37.955188,-91.773536,700,550,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.9324018592722207,-1.0173855146892226,blue
MONASH UNIVERSITY,Australia,-37.91063,145.133607,60,65,XL,FC,VH,4.0,A,93.6,51,95.2,46,11.9,401,68.5,118.0,100.0,43.0,97.7,56.0,73.1,2018,4.983025476695286,0.8241096330242813,red
MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY,Russia,56.8425105,60.65192,355,350,M,FO,VH,4.0,A,15.5,401,32.3,401,98.3,39,6.9,401.0,23.7,401.0,33.5,397.0,33.4,2018,1.0367749602871412,0.5769363367316773,blue
MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY ,Russia,55.6718195,37.48924,373,350,M,SP,LO,4.0,A,14.3,401,36.9,352,99.2,34,1.0,401.0,10.3,401.0,50.1,288.0,32.5,2018,1.0274724395424588,0.585566158873501,blue
MURDOCH UNIVERSITY,Australia,-32.06937175,115.841134,550,550,M,CO,VH,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.9934585342639288,1.2417378368556686,blue
NAGASAKI UNIVERSITY,Japan,32.7856985,129.8648125,600,550,M,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.9350621053349693,0.1127804624445814,blue
NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,35.366517,137.113048,800,1000,M,SP,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.641120166360311,-0.9746620784050845,blue
NAGOYA UNIVERSITY,Japan,35.156525,136.9245875,116,115,L,FC,VH,5.0,A,68.9,122,51.5,217,93.5,62,37.0,346.0,14.3,401.0,20.5,401.0,60.7,2018,2.9783486485722053,-0.9645477930824784,red
NANJING UNIVERSITY,China,32.116885,118.958144,114,115,XL,FC,VH,5.0,A,69.5,119,66.2,144,23.8,401,85.3,50.0,69.7,224.0,18.4,401.0,60.8,2018,3.50378622630522,-0.8172347911513038,red
NANKAI UNIVERSITY,China,39.101647,117.1661475,344,315,L,FC,VH,4.0,A,32.6,329,18.2,401,30.1,401,58.6,170.0,19.5,401.0,8.0,401.0,34.0,2018,0.8205959006964436,0.1830546935630525,blue
NANYANG TECHNOLOGICAL UNIVERSITY (NTU),Singapore,1.347227,103.681792,11,13,L,FC,VH,3.0,A,93.9,50,96.6,38,93.6,60,83.3,57.0,100.0,19.0,88.2,108.0,92.2,2018,6.061635994167828,2.0826861438302617,red
NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,37.975162766,23.733663732,700,700,XL,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1314838397241105,-1.0023386341126983,blue
NATIONAL CENTRAL UNIVERSITY,Taiwan,24.9676311295,121.18906591,391,420,M,CO,VH,4.0,A,32.5,330,17.3,401,31.7,401,40.3,313.0,15.6,401.0,19.6,401.0,31.0,2018,0.4705023853218432,0.2472450536181542,blue
NATIONAL CHENG KUNG UNIVERSITY,Taiwan,22.996304,120.218153,222,241,L,FC,VH,4.0,A,49.9,194,42.0,304,40.2,329,49.3,242.0,16.1,401.0,26.7,401.0,44.3,2018,1.7788952221407546,0.1810371516663202,blue
NATIONAL CHENGCHI UNIVERSITY,Taiwan,24.987311,121.575021,650,701,M,CO,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.191207481856082,0.1267190528355653,blue
NATIONAL CHIAO TUNG UNIVERSITY,Taiwan,24.7917755,120.9921855,207,174,M,CO,VH,5.0,A,33.3,320,38.4,336,49.5,275,76.8,80.0,35.2,367.0,53.1,271.0,46.9,2018,2.601616539869187,-0.5739698237970582,blue
NATIONAL CHUNG HSING UNIVERSITY,Taiwan,24.9454515,121.37207,650,550,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.9907982882011808,0.1115718597218643,blue
"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)",Russia,55.649722,37.664444,373,410,M,FO,VH,4.0,A,13.7,401,23.3,401,94.1,57,3.9,401.0,39.1,351.0,62.3,227.0,32.5,2018,1.1419599798171756,0.8827429561906754,blue
NATIONAL RESEARCH SARATOV STATE UNIVERSITY,Russia,51.592365,45.960804,600,600,M,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.8872901536904283,-1.0099526823849472,blue
NATIONAL RESEARCH UNIVERSITY - HIGHER SCHOOL OF ECONOMICS (HSE),Russia,55.761593800851,37.6332859272397,382,420,L,FO,VH,3.0,A,21.8,401,31.6,401,92.8,66,1.5,401.0,8.4,401.0,12.6,401.0,31.9,2018,0.4072124252489865,1.4443384491255635,blue
NATIONAL SUN YAT-SEN UNIVERSITY,Taiwan,22.630732,120.263924,388,395,M,CO,VH,3.0,A,29.9,366,20.7,401,27.0,401,52.2,211.0,17.9,401.0,8.2,401.0,31.2,2018,0.4019595007146263,1.3054642292999257,blue
NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,25.0283905,121.53762175,650,600,M,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.94302633655664,-1.011161285107664,blue
NATIONAL TAIWAN NORMAL UNIVERSITY,Taiwan,25.021115625,121.5361145,289,310,M,CO,VH,4.0,A,36.7,285,15.5,401,73.0,155,11.9,401.0,14.8,401.0,86.0,122.0,38.3,2018,1.5353954915583374,0.7400135202376656,blue
NATIONAL TAIWAN UNIVERSITY (NTU),Taiwan,25.021115625,121.5361145,76,68,XL,FC,VH,4.0,A,95.6,40,74.2,116,33.3,392,74.1,93.0,14.5,401.0,20.6,401.0,69.0,2018,3.495072049307819,-0.1399272322552154,red
NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Taiwan,25.0283905,121.53762175,264,243,M,FO,VH,3.0,A,30.1,363,26.2,401,79.5,122,37.1,345.0,13.3,401.0,28.5,401.0,40.2,2018,1.3787921355957966,1.5057413110292113,blue
"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,50.042547,36.284366,750,701,L,FO,MD,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1885472357933344,-1.003446924298239,blue
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,Greece,37.976594,23.784194,410,395,L,FO,VH,5.0,A,0.0,0,0.0,0,11.3,401,63.7,136.0,1.6,401.0,2.6,401.0,30.3,2018,-0.1646960612306316,-0.9822655258841244,blue
"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",Ukraine,50.449091,30.459302,550,600,L,FO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.831553970824217,-1.00874407966223,blue
NATIONAL TSING HUA UNIVERSITY,Taiwan,24.794726,120.9942755,161,151,L,CO,VH,4.0,A,56.4,167,50.8,223,22.4,401,90.2,42.0,24.9,401.0,16.7,401.0,52.4,2018,2.507291981068392,0.0773481927832868,red
"NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)",Ireland,53.278024875,-9.0608545,243,249,L,FC,HI,5.0,A,28.4,392,45.1,277,73.5,153,17.9,401.0,89.8,144.0,66.2,200.0,42.0,2018,2.578814580052522,-0.0462449512187653,blue
"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",Russia,55.7275,37.6075,550,650,M,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.0120472427700173,0.1240203188849812,blue
NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD,Pakistan,33.6449595,72.98959,440,550,M,CO,VH,3.0,A,0.0,0,0.0,0,74.6,149,6.4,401.0,3.3,401.0,4.5,401.0,28.3,2018,-0.6861283625956125,1.4759131847384208,blue
NATIONAL UNIVERSITY OF SINGAPORE (NUS),Singapore,1.294541875,103.776866875,15,12,XL,FC,VH,5.0,A,100.0,11,99.9,11,88.8,81,66.2,128.0,100.0,27.0,86.1,121.0,90.5,2018,6.12028704912201,-0.2245146468178052,red
NATIONAL YANG MING UNIVERSITY,Taiwan,25.1216,121.51381,329,308,S,FC,VH,3.0,A,14.8,401,13.6,401,99.8,28,37.4,343.0,5.7,401.0,7.9,401.0,35.5,2018,0.7742810562124655,1.4650006876109067,blue
NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,40.742124,-74.178891,1000,701,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
