Institution,Country,Latitude,Longitude,CurrentRank,LastRank,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,anno,pca_1,pca_2,color
AMERICAN UNIVERSITY OF BEIRUT (AUB),Lebanon,33.8933080934,35.4760347625,235,228,M,FC,HI,5.0,B,27.0,401,83.7,86,64.6,196,12.5,401.0,99.2,60.0,68.0,192.0,43.0,2018,2.9883695084978723,-0.0784159330281189,blue
AMERICAN UNIVERSITY OF SHARJAH,United Arab Emirates,25.30583211,55.487664716,420,450,M,FC,MD,2.0,B,0.0,0,0.0,0,20.3,401,12.4,401.0,100.0,2.0,100.0,4.0,29.5,2018,0.6821159240047378,3.706679014683933,blue
AMIRKABIR UNIVERSITY OF TECHNOLOGY,Iran,35.7026388561,51.4053983784,550,550,L,FO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.879325922468758,0.1139890651672985,blue
ANKARA ÜNIVERSITESI,Turkey,39.936699,32.830299,1000,701,XL,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
ANNA UNIVERSITY,India,13.01268,80.236362,700,1000,M,FO,VH,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.75791302421823,1.2832526704170897,blue
AOYAMA GAKUIN UNIVERSITY,Japan,35.65666404,139.706330508,1000,701,L,CO,MD,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
ARABIAN GULF UNIVERSITY,Bahrain,26.201,50.606998,420,470,S,CO,MD,3.0,A,0.0,0,0.0,0,69.7,168,2.6,401.0,99.5,58.0,100.0,8.0,29.2,2018,1.0906059675949806,2.700794219034512,blue
ARISTOTLE UNIVERSITY OF THESSALONIKI,Greece,40.629269,22.947412,550,500,XL,FC,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.8129652623181285,0.1089734383084571,blue
ARIZONA STATE UNIVERSITY,United States,33.424564,-111.928001,209,222,XL,CO,VH,5.0,A,51.4,186,34.2,383,11.2,401,73.0,99.0,51.0,305.0,64.0,217.0,46.7,2018,2.5472096416220373,-0.5430098181657351,blue
ASTON UNIVERSITY,United Kingdom,52.487144,-1.886977,373,358,M,CO,VH,4.0,A,17.6,401,54.1,207,14.1,401,40.2,317.0,95.8,108.0,87.2,114.0,32.5,2018,1.9880489656517004,1.128722712802812,blue
ATENEO DE MANILA UNIVERSITY,Philippines,14.662315,121.052513,600,550,L,FC,LO,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.8209294935397984,-1.0149683092437884,blue
ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,Greece,37.989662708,23.725997096,1000,701,M,FO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
AUBURN UNIVERSITY,United States,32.593357,-85.495163,1000,701,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
AUCKLAND UNIVERSITY OF TECHNOLOGY ,New Zealand,-36.8533,174.7667,450,450,L,CO,HI,2.0,A,0.0,0,0.0,0,15.4,401,9.3,401.0,99.0,64.0,99.7,29.0,28.1,2018,0.541660582790915,3.685778788150551,blue
AUSTRALIAN CATHOLIC UNIVERSITY,Australia,-27.378,153.089,1000,701,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.695493373714733,1.2460076054649158,blue
AUSTRALIAN NATIONAL UNIVERSITY (ANU),Australia,-35.277988,149.120453,20,22,L,FC,VH,4.0,A,99.3,24,90.4,60,55.3,250,85.6,49.0,100.0,33.0,98.8,45.0,87.1,2018,5.864581795148681,0.9220470199114637,red
BABES-BOLYAI UNIVERSITY,Romania,46.767330264,23.587997648,1000,701,XL,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
BAKU STATE UNIVERSITY,Azerbaijan,40.3777,49.892,1000,701,L,FO,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
BANARAS HINDU UNIVERSITY,India,25.267878,82.990494,1000,701,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
BANDUNG INSTITUTE OF TECHNOLOGY (ITB),Indonesia,-6.889852,107.609968,331,410,L,CO,HI,4.0,A,52.9,182,56.1,192,31.0,401,2.9,401.0,30.1,401.0,2.6,401.0,35.3,2018,0.8058236477608183,0.0821779553046461,blue
BANGOR UNIVERSITY,United Kingdom,53.2289,-4.1301,450,420,M,FC,HI,5.0,A,0.0,0,0.0,0,16.4,401,59.5,164.0,54.3,289.0,74.3,170.0,28.0,2018,0.8506731533920089,-0.1656397967130506,blue
BAR-ILAN UNIVERSITY,Israel,32.067333064,34.838829978,600,650,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.0677834256362284,0.1228117161622641,blue
BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,Russia,55.759496962,37.68416393,291,306,L,CO,HI,5.0,A,28.0,395,60.2,174,99.9,19,1.1,401.0,1.3,401.0,12.8,401.0,38.2,2018,1.349484779888559,-0.9378838854965532,blue
BAYLOR COLLEGE OF MEDICINE,United States,29.7105,-95.3965,1000,1000,S,SP,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.864064897825157,-0.9794964892959528,blue
BAYLOR UNIVERSITY,United States,31.55571,-97.12139,1000,701,L,CO,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
BEIHANG UNIVERSITY,China,39.97416277,116.33916531,600,440,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.789068653003584,0.1017460833551303,blue
BEIJING FOREIGN STUDIES UNIVERSITY,China,39.95249619,116.30249879,700,1000,M,SP,LO,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.643780412423059,0.1555038987287196,blue
BEIJING INSTITUTE OF TECHNOLOGY,China,39.916668,116.373331,460,389,L,FO,VH,4.0,A,0.0,0,0.0,0,32.1,401,36.2,354.0,6.8,401.0,10.5,401.0,27.5,2018,-0.3588513263775463,0.2833746625050796,blue
BEIJING JIAOTONG UNIVERSITY,China,40.000333332,116.322332044,750,701,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1885472357933344,-1.003446924298239,blue
BEIJING NORMAL UNIVERSITY ,China,39.954329516,116.35749857,256,257,L,CO,VH,5.0,A,49.3,196,31.1,401,32.0,401,44.5,281.0,33.3,382.0,14.7,401.0,40.6,2018,1.5690111690825068,-0.895983058770029,blue
BEIJING UNIVERSITY OF TECHNOLOGY,China,39.869329856,116.473164774,750,700,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3013526343854926,0.1242015348529542,blue
BELARUS STATE UNIVERSITY,Belarus,53.8989,27.5596,334,354,L,FO,HI,4.0,A,28.3,393,32.6,401,92.3,70,1.6,401.0,7.4,401.0,25.5,401.0,35.1,2018,0.8987729637896492,0.3575837388098536,blue
BELARUSIAN NATIONAL TECHNICAL UNIVERSITY,Belarus,53.91916299,27.588997644,800,701,L,SP,LO,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3584160304547166,0.123093244667414,blue
BEN GURION UNIVERSITY OF THE NEGEV,Israel,31.2573139707,34.800903463,352,320,L,FC,VH,3.0,A,27.1,401,26.3,401,20.6,401,49.2,244.0,77.1,206.0,42.4,332.0,33.5,2018,1.3403989106206515,1.8934731843810173,blue
BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA,Mexico,19.033333,-98.183334,1000,701,XL,FC,MD,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
BI NORWEGIAN BUSINESS SCHOOL,Norway,59.9425578964,10.7675319299,1000,1000,L,SP,VH,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.9781975096203275,0.1482522823924171,blue
BILKENT UNIVERSITY,Turkey,39.875275,32.748524,430,420,M,CO,VH,3.0,B,0.0,0,0.0,0,18.0,401,26.2,401.0,62.5,248.0,13.2,401.0,29.1,2018,-0.1906213043690866,1.7755013461304363,blue
BINGHAMTON UNIVERSITY SUNY,United States,42.08925,-75.96989,1000,701,L,CO,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
"BIRKBECK COLLEGE, UNIVERSITY OF LONDON",United Kingdom,51.5219,-0.1303,308,280,M,FO,VH,5.0,A,20.0,401,15.3,401,25.9,401,61.7,152.0,97.3,94.0,99.1,36.0,36.9,2018,2.409099909459863,0.1851735993442161,blue
BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,India,15.387831782,73.873163174,1000,1000,M,CO,HI,5.0,C,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.864064897825157,-0.9794964892959528,blue
BIRZEIT UNIVERSITY,Palestinian Territory,31.9552,35.1751,1000,1000,M,CO,MD,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.9781975096203275,0.1482522823924171,blue
BOGAZIÇI ÜNIVERSITESI,Turkey,41.083556,29.050598,500,480,M,CO,VH,5.0,A,0.0,0,0.0,0,5.6,401,33.0,381.0,19.1,401.0,16.5,401.0,25.8,2018,-0.539680276752027,-0.7804532107892557,blue
BOGOR AGRICULTURAL UNIVERSITY,Indonesia,-6.595038,106.816635,800,701,L,CO,MD,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3584160304547166,0.123093244667414,blue
BOND UNIVERSITY,Australia,-28.0711,153.4099,440,470,S,FC,HI,3.0,B,0.0,0,0.0,0,58.7,232,15.0,401.0,98.7,67.0,94.4,83.0,28.4,2018,1.0341568900605145,2.6312644961794605,blue
BOSTON COLLEGE,United States,42.334515,-71.168648,339,299,L,CO,HI,5.0,B,29.9,364,38.2,338,22.1,401,43.4,292.0,94.8,119.0,19.9,401.0,34.7,2018,1.675247671298216,-0.4164152103393085,blue
BOSTON UNIVERSITY,United States,42.3496,-71.0997,81,89,L,FC,VH,5.0,B,71.3,112,78.5,98,66.4,185,59.8,160.0,22.1,401.0,86.5,116.0,67.2,2018,4.152861417574306,-0.645176743928307,red
BOURNEMOUTH UNIVERSITY,United Kingdom,50.718395,-1.883377,750,1000,L,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.813649207084441,1.2820440676943727,blue
BRANDEIS UNIVERSITY,United States,42.3657,-71.2597,420,410,M,CO,HI,4.0,B,0.0,0,0.0,0,28.4,401,44.1,284.0,15.1,401.0,83.7,134.0,29.4,2018,0.4975940832816806,0.786449039155731,blue
BRIGHAM YOUNG UNIVERSITY,United States,40.25,-111.65,800,700,XL,CO,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.242956205456533,-1.0047558395581326,blue
BRNO UNIVERSITY OF TECHNOLOGY,Czech Republic,49.2009241963,16.6021660913,650,700,L,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.075747656857899,-1.0011300313899814,blue
BROWN UNIVERSITY,United States,41.82682,-71.402931,53,49,M,FC,VH,5.0,B,72.5,106,56.9,188,80.3,117,92.5,34.0,80.2,191.0,60.9,236.0,76.5,2018,4.873428090911535,-0.3395378072538175,red
BRUNEL UNIVERSITY,United Kingdom,51.5263,-0.4703,346,345,M,CO,VH,4.0,A,17.6,401,28.0,401,21.1,401,49.8,235.0,97.3,93.0,99.3,33.0,33.9,2018,2.0665247234048127,1.2891435485802707,blue
BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,Hungary,47.475498098,19.05333312,800,701,L,FO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.244283418659546,-1.0046555270209558,blue
CAIRO UNIVERSITY,Egypt,30.0276,31.21014,490,600,XL,FC,HI,5.0,A,0.0,0,0.0,0,13.2,401,2.7,401.0,2.4,401.0,7.1,401.0,26.2,2018,-1.1718984484041697,-0.9164491235387624,blue
CALIFORNIA INSTITUTE OF TECHNOLOGY (CALTECH),United States,34.138,-118.125,4,5,S,CO,VH,5.0,B,99.5,22,85.4,77,100.0,3,100.0,4.0,93.4,126.0,89.2,106.0,97.7,2018,6.514710663863728,-0.1930320619914949,red
CARDIFF UNIVERSITY,United Kingdom,51.481583,-3.17909,137,140,L,FC,VH,5.0,A,57.1,164,63.0,154,56.6,238,39.5,325.0,70.9,223.0,79.6,151.0,56.0,2018,3.591776292855761,-0.2881993214361622,red
CARLETON UNIVERSITY,Canada,45.3831,-75.6976,700,600,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1128951312180217,0.1153788838579886,blue
CARNEGIE MELLON UNIVERSITY,United States,40.443322,-79.943583,47,58,L,FC,VH,5.0,B,85.0,69,85.1,79,43.2,313,95.6,29.0,62.3,249.0,100.0,19.0,78.6,2018,5.260772702213994,-0.4184150244076021,red
CASE WESTERN RESERVE UNIVERSITY,United States,41.5042,-81.6085,213,202,M,FC,VH,5.0,B,25.4,401,12.3,401,97.8,46,54.9,195.0,25.4,401.0,61.4,232.0,46.4,2018,2.3683579466487577,-0.3757535402196958,blue
CENTRAL QUEENSLAND UNIVERSITY ,Australia,-23.3175,150.5177,650,650,M,CO,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.12351960850244,0.121603113439547,blue
CENTRAL SOUTH UNIVERSITY,China,28.173,112.925,1000,1000,XL,FC,VH,2.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-3.2064627332106688,2.403749825769157,blue
CENTRALESUPÉLEC,France,48.701801,2.1339,177,164,S,FO,VH,5.0,A,24.7,401,100.0,6,79.4,123,31.8,398.0,64.4,243.0,90.2,97.0,50.0,2018,3.634417136212219,-0.177459268206967,blue
CHALMERS UNIVERSITY OF TECHNOLOGY,Sweden,57.6863,11.9727,133,139,M,CO,VH,5.0,B,42.1,242,75.7,109,60.5,218,70.3,108.0,84.9,174.0,44.2,320.0,57.1,2018,3.733777727889471,-0.3839879546465034,red
CHANG GUNG UNIVERSITY,Taiwan,25.055401,121.549599,490,450,M,FO,VH,3.0,B,0.0,0,0.0,0,69.0,174,46.5,266.0,3.9,401.0,8.3,401.0,26.3,2018,-0.2140006511639322,1.4727731731956073,blue
CHARLES DARWIN UNIVERSITY ,Australia,-12.3705,130.8835,700,600,M,CO,HI,2.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.341160354808363,2.3708764272347285,blue
CHARLES STURT UNIVERSITY ,Australia,-33.8738,151.2083,1000,701,L,CO,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.467228150124392,-1.0094899379118245,blue
CHARLES UNIVERSITY,Czech Republic,50.0884,14.4037,314,302,XL,FC,VH,5.0,A,48.5,204,40.6,315,37.1,350,11.1,401.0,16.8,401.0,45.2,315.0,36.3,2018,1.3117599884521391,-0.8166681824860642,blue
CHIANG MAI UNIVERSITY,Thailand,18.8026,98.9516,600,600,XL,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.0014227654855987,0.1177960893034228,blue
CHIBA UNIVERSITY,Japan,35.6253324987,140.091316301,550,600,L,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.831553970824217,-1.00874407966223,blue
CHINA AGRICULTURAL UNIVERSITY ,China,40.001499994,116.35166526,750,1000,L,FC,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5853839834941,-0.9734534756823674,blue
CHONBUK NATIONAL UNIVERSITY,South Korea,36.629,127.457,550,550,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.879325922468758,0.1139890651672985,blue
CHONGQING UNIVERSITY,China,29.439325,106.887703,1000,1000,XL,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.9781975096203275,0.1482522823924171,blue
CHONNAM NATIONAL UNIVERSITY,South Korea,35.166668,126.916664,650,650,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.12351960850244,0.121603113439547,blue
CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL,Germany,54.33666532,10.120166186,440,430,L,FC,VH,5.0,A,0.0,0,0.0,0,57.1,237,23.5,401.0,11.9,401.0,14.7,401.0,28.4,2018,-0.0979758247131478,-0.715745279122627,blue
CHULALONGKORN UNIVERSITY,Thailand,13.7383,100.5324,245,252,XL,FC,HI,5.0,A,74.5,99,48.1,251,22.3,401,8.9,401.0,14.2,401.0,2.7,401.0,41.8,2018,1.321068428972615,-1.247368928914353,blue
CHUNG-ANG UNIVERSITY ,South Korea,37.5326,127.024612,1000,386,L,FC,HI,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.163288602970596,0.0866603845658449,blue
CHUNGNAM NATIONAL UNIVERSITY,South Korea,36.351002,127.385002,1000,701,L,FC,HI,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.5813607619195618,0.1182588337765456,blue
CITY UNIVERSITY LONDON,United Kingdom,51.50853,-0.12574,343,314,L,CO,HI,5.0,A,22.2,401,48.0,252,15.4,401,37.5,339.0,98.2,74.0,100.0,15.0,34.2,2018,2.3263793667206163,0.0941661272954108,blue
CITY UNIVERSITY OF HONG KONG,Hong Kong,22.3351853259,114.170459318,49,55,M,CO,VH,3.0,A,70.8,113,50.5,226,83.6,105,91.5,37.0,100.0,15.0,97.5,58.0,78.4,2018,5.112531174720714,2.306762338791584,red
CITY UNIVERSITY OF NEW YORK,United States,40.8209339,-73.9529155,550,550,XL,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.765193310673587,-1.0137597065210713,blue
CLARK UNIVERSITY,United States,42.251,-71.8232,550,480,S,CO,HI,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.6722883864627056,-1.020781584123449,blue
CLARKSON UNIVERSITY,United States,44.6635,-74.9991,700,650,S,CO,VH,5.0,B,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.065123179573481,-1.0073542609715398,blue
CLEMSON UNIVERSITY,United States,34.683437,-82.837364,750,701,L,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.1885472357933344,-1.003446924298239,blue
COLLEGE OF WILLIAM & MARY,United States,37.2711,-76.7075,600,600,M,CO,VH,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-1.8872901536904283,-1.0099526823849472,blue
COLORADO STATE UNIVERSITY,United States,40.5749825,-105.0847257,490,386,L,CO,VH,5.0,A,0.0,0,0.0,0,28.9,401,23.5,401.0,25.3,401.0,11.0,401.0,26.1,2018,-0.2958781473367219,-0.7229672053473702,blue
COLUMBIA UNIVERSITY,United States,40.8045,-73.9572,18,20,L,FC,VH,5.0,B,99.9,12,98.1,29,100.0,17,62.3,148.0,34.7,374.0,94.9,80.0,88.9,2018,5.647750142216992,-0.578604486624345,red
COMENIUS UNIVERSITY IN BRATISLAVA,Slovakia,48.1524,17.0703,750,700,L,CO,VH,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,-2.3013526343854926,0.1242015348529542,blue
CONCORDIA UNIVERSITY,Canada,45.497406,-73.577102,440,470,XL,CO,VH,3.0,A,0.0,0,0.0,0,6.8,401,27.1,401.0,75.3,209.0,87.5,111.0,28.5,2018,0.4446985596561172,2.300259978965315,blue
